"","x"
"402"," "
"403","1"
"404","1"
"405"," "
"406","1"
"407","1"
"408","1"
"409"," "
"410"," "
"411"," "
"412"," "
"413","1"
"414","1"
"415","1"
"416"," "
"417","1"
"418","1"
"419","1"
"420","1"
"421","1"
"422"," "
"423"," "
"424"," "
"425"," "
"426"," "
"427"," "
"428","1"
"429","1"
"430"," "
"431"," "
"432","1"
"433","1"
"434"," "
"435","1"
"436","1"
"437","1"
"438","1"
"439","1"
"440","1"
"441"," "
"442"," "
"443","1"
"444","1"
"445","1"
"446","1"
"447"," "
"448","1"
"449"," "
"450"," "
"451"," "
"452","1"
"453","1"
"454","1"
"455","1"
"456"," "
"457"," "
"458"," "
"459"," "
"460"," "
"461","1"
"462","1"
"463"," "
"464","1"
"465"," "
"466","1"
"467","1"
"468"," "
"469"," "
"470","1"
"471","1"
"472","1"
"473"," "
"474","1"
"475"," "
"476"," "
"477","1"
"478"," "
"479","1"
"480"," "
"481"," "
"482","1"
"483","1"
"484","1"
"485"," "
"486"," "
"487","1"
"488","1"
"489","1"
"490"," "
"491"," "
"492","1"
"493","1"
"494","1"
"495"," "
"496"," "
"497","1"
"498","1"
"499","1"
"500"," "
"501"," "
"502"," "
"503"," "
"504","1"
"505","1"
"506","1"
"507","1"
"508","1"
"509"," "
"510"," "
"511"," "
"512"," "
"513"," "
"514","1"
"515","1"
"516"," "
"517","1"
"518","1"
"519"," "
"520"," "
"521","1"
"522","1"
"523"," "
"524","1"
"525"," "
"526"," "
"527","1"
"528","1"
"529","1"
"530","1"
"531"," "
"532","1"
"533","1"
"534","1"
"535","1"
"536"," "
"537","1"
"538","1"
"539","1"
"540"," "
"541","1"
"542","1"
"543"," "
"544","1"
"545","1"
"546","1"
"547"," "
"548","1"
"549"," "
"550","1"
"551"," "
"552","1"
"553"," "
"554","1"
"555","1"
"556"," "
"557","1"
"558"," "
"559","1"
"560","1"
"561","1"
"562"," "
"563","1"
"564"," "
"565"," "
"566","1"
"567","1"
"568","1"
"569","1"
"570","1"
"571","1"
"572"," "
"573"," "
"574","1"
"575"," "
"576"," "
"577"," "
"578","1"
"579"," "
"580"," "
"581","1"
"582"," "
"583","1"
"584","1"
"585","1"
"586","1"
"587","1"
"588"," "
"589","1"
"590","1"
"591","1"
"592"," "
"593"," "
"594"," "
"595","1"
"596","1"
"597"," "
"598"," "
"599","1"
"600","1"
"601","1"
"602","1"
"603","1"
"604","1"
"605","1"
"606","1"
"607"," "
"608"," "
"609","1"
"610","1"
"611","1"
"612"," "
"613"," "
"614","1"
"615","1"
"616","1"
"617"," "
"618","1"
"619","1"
"620"," "
"621","1"
"622","1"
"623","1"
"624"," "
"625","1"
"626","1"
"627","1"
"628"," "
"629"," "
"630"," "
"631"," "
"632"," "
"633","1"
"634","1"
"635"," "
"636","1"
"637"," "
"638","1"
"639","1"
"640","1"
"641","1"
"642","1"
"643"," "
"644"," "
"645"," "
"646"," "
"647"," "
"648","1"
"649","1"
"650"," "
"651","1"
"652","1"
"653","1"
"654","1"
"655","1"
"656","1"
"657"," "
"658"," "
"659","1"
"660"," "
"661","1"
"662","1"
"663"," "
"664"," "
"665"," "
"666","1"
"667","1"
"668","1"
"669","1"
"670","1"
"671"," "
"672"," "
"673","1"
"674","1"
"675","1"
"676","1"
"677","1"
"678","1"
"679"," "
"680","1"
"681","1"
"682","1"
"683","1"
"684"," "
"685"," "
"686","1"
"687","1"
"688","1"
"689","1"
"690","1"
"691","1"
"692","1"
"693","1"
"694","1"
"695"," "
"696","1"
"697"," "
"698","1"
"699","1"
"700","1"
"701","1"
"702","1"
"703","1"
"704"," "
"705"," "
"706","1"
"707","1"
"708","1"
"709","1"
"710","1"
"711"," "
"712"," "
"713","1"
"714","1"
"715","1"
"716","1"
"717"," "
"718","1"
"719","1"
"720"," "
"721"," "
"722","1"
"723","1"
"724","1"
"725","1"
"726","1"
"727"," "
"728","1"
"729"," "
"730"," "
"731","1"
"732","1"
"733","1"
"734"," "
"735"," "
"736","1"
"737"," "
"738","1"
"739"," "
"740"," "
"741","1"
"742"," "
"743","1"
"744","1"
"745"," "
"746"," "
"747"," "
"748","1"
"749"," "
"750"," "
"751","1"
"752","1"
"753"," "
"754"," "
"755"," "
"756"," "
"757","1"
"758"," "
"759","1"
"760"," "
"761"," "
"762"," "
"763","1"
"764","1"
"765","1"
"766"," "
"767"," "
"768","1"
"769","1"
"770"," "
"771","1"
"772"," "
"773","1"
"774"," "
"775"," "
"776"," "
"777","1"
"778","1"
"779","1"
"780","1"
"781","1"
"782"," "
"783"," "
"784"," "
"785","1"
"786"," "
"787","1"
"788","1"
"789"," "
"790","1"
"791","1"
"792"," "
"793"," "
"794"," "
"795","1"
"796","1"
"797","1"
"798","1"
"799"," "
"800","1"
"801","1"
"802","1"
"803"," "
"804","1"
"805","1"
"806","1"
"807","1"
"808"," "
"809"," "
"810"," "
"811","1"
"812"," "
"813"," "
"814","1"
"815","1"
"816","1"
"817","1"
"818","1"
"819","1"
"820","1"
"821","1"
"822","1"
"823","1"
"824","1"
"825"," "
"826"," "
"827"," "
"828","1"
"829","1"
"830","1"
"831","1"
"832"," "
"833"," "
"834"," "
"835","1"
"836","1"
"837","1"
"838","1"
"839"," "
"840","1"
"841","1"
"842"," "
"843"," "
"844","1"
"845","1"
"846","1"
"847","1"
"848"," "
"849"," "
"850"," "
"851","1"
"852","1"
"853"," "
"854","1"
"855"," "
"856","1"
"857"," "
"858"," "
"859"," "
"860"," "
"861","1"
"862"," "
"863","1"
"864"," "
"865"," "
"866","1"
"867"," "
"868","1"
"869"," "
"870","1"
"871","1"
"872","1"
"873"," "
"874","1"
"875"," "
"876","1"
"877","1"
"878","1"
"879"," "
"880","1"
"881"," "
"882"," "
"883","1"
"884","1"
"885","1"
"886","1"
"887","1"
"888"," "
"889"," "
"890","1"
"891","1"
"892","1"
"893","1"
"894","1"
"895","1"
"896"," "
"897"," "
"898"," "
"899","1"
"900"," "
"901","1"
"902","1"
"903"," "
"904","1"
"905","1"
"906","1"
"907","1"
"908","1"
"909","1"
"910"," "
"911","1"
"912"," "
"913","1"
"914","1"
"915","1"
"916"," "
"917"," "
"918"," "
"919"," "
"920"," "
"921"," "
"922","1"
"923","1"
"924","1"
"925","1"
"926","1"
"927","1"
"928"," "
"929"," "
"930","1"
"931","1"
"932"," "
"933"," "
"934","1"
"935"," "
"936","1"
"937","1"
"938"," "
"939"," "
"940","1"
"941"," "
"942"," "
"943","1"
"944","1"
"945","1"
"946","1"
"947","1"
"948","1"
"949","1"
"950","1"
"951","1"
"952"," "
"953"," "
"954"," "
"955"," "
"956","1"
"957","1"
"958","1"
"959","1"
"960"," "
"961","1"
"962"," "
"963"," "
"964","1"
"965"," "
"966"," "
"967"," "
"968","1"
"969","1"
"970"," "
"971","1"
"972"," "
"973"," "
"974","1"
"975","1"
"976","1"
"977"," "
"978"," "
"979","1"
"980","1"
"981"," "
"982"," "
"983","1"
"984","1"
"985","1"
"986"," "
"987","1"
"988","1"
"989","1"
"990"," "
"991"," "
"992","1"
"993","1"
"994"," "
"995"," "
"996"," "
"997"," "
"998","1"
"999","1"
"1000","1"
"1001","1"
"1002"," "
"1003"," "
"1004"," "
"1005"," "
"1006"," "
"1007","1"
"1008","1"
"1009"," "
"1010","1"
"1011"," "
"1012","1"
"1013","1"
"1014","1"
"1015","1"
"1016","1"
"1017","1"
"1018","1"
"1019"," "
"1020","1"
"1021"," "
"1022"," "
"1023","1"
"1024","1"
"1025"," "
"1026","1"
"1027","1"
"1028","1"
"1029"," "
"1030","1"
"1031"," "
"1032","1"
"1033"," "
"1034"," "
"1035"," "
"1036"," "
"1037"," "
"1038"," "
"1039","1"
"1040","1"
"1041","1"
"1042","1"
"1043","1"
"1044","1"
"1045","1"
"1046","1"
"1047"," "
"1048"," "
"1049"," "
"1050"," "
"1051"," "
"1052","1"
"1053"," "
"1054","1"
"1055","1"
"1056","1"
"1057","1"
"1058","1"
"1059"," "
"1060"," "
"1061"," "
"1062"," "
"1063","1"
"1064"," "
"1065"," "
"1066"," "
"1067"," "
"1068"," "
"1069","1"
"1070"," "
"1071","1"
"1072","1"
"1073","1"
"1074","1"
"1075"," "
"1076"," "
"1077","1"
"1078"," "
"1079"," "
"1080","1"
"1081"," "
"1082","1"
"1083","1"
"1084","1"
"1085","1"
"1086","1"
"1087"," "
"1088","1"
"1089"," "
"1090","1"
"1091","1"
"1092"," "
"1093","1"
"1094"," "
"1095","1"
"1096"," "
"1097"," "
"1098","1"
"1099","1"
"1100","1"
"1101"," "
"1102","1"
"1103","1"
"1104","1"
"1105","1"
"1106","1"
"1107","1"
"1108","1"
"1109","1"
"1110"," "
"1111","1"
"1112","1"
"1113","1"
"1114"," "
"1115","1"
"1116"," "
"1117","1"
"1118"," "
"1119"," "
"1120"," "
"1121","1"
"1122"," "
"1123","1"
"1124","1"
"1125"," "
"1126"," "
"1127"," "
"1128","1"
"1129","1"
"1130","1"
"1131"," "
"1132","1"
"1133","1"
"1134","1"
"1135"," "
"1136"," "
"1137","1"
"1138","1"
"1139","1"
"1140","1"
"1141","1"
"1142","1"
"1143"," "
"1144","1"
"1145"," "
"1146","1"
"1147","1"
"1148"," "
"1149","1"
"1150"," "
"1151","1"
"1152","1"
"1153","1"
"1154","1"
"1155","1"
"1156","1"
"1157","1"
"1158","1"
"1159"," "
"1160"," "
"1161","1"
"1162","1"
"1163","1"
"1164","1"
"1165","1"
"1166","1"
"1167","1"
"1168","1"
"1169","1"
"1170"," "
"1171","1"
"1172","1"
"1173","1"
"1174","1"
"1175","1"
"1176","1"
"1177","1"
"1178"," "
"1179","1"
"1180","1"
"1181"," "
"1182","1"
"1183","1"
"1184","1"
"1185"," "
"1186","1"
"1187","1"
"1188","1"
"1189"," "
"1190","1"
"1191","1"
"1192","1"
"1193"," "
"1194"," "
"1195","1"
"1196","1"
"1197","1"
"1198"," "
"1199"," "
"1200"," "
"1201","1"
"1202","1"
"1203"," "
"1204","1"
"1205"," "
"1206","1"
"1207"," "
"1208","1"
"1209","1"
"1210"," "
"1211","1"
"1212"," "
"1213"," "
"1214"," "
"1215","1"
"1216","1"
"1217"," "
"1218"," "
"1219","1"
"1220"," "
"1221","1"
"1222","1"
"1223","1"
"1224"," "
"1225","1"
"1226","1"
"1227","1"
"1228","1"
"1229","1"
"1230","1"
"1231","1"
"1232","1"
"1233","1"
"1234","1"
"1235","1"
"1236","1"
"1237"," "
"1238","1"
"1239"," "
"1240","1"
"1241","1"
"1242"," "
"1243"," "
"1244"," "
"1245","1"
"1246","1"
"1247","1"
"1248"," "
"1249","1"
"1250","1"
"1251"," "
"1252"," "
"1253"," "
"1254"," "
"1255"," "
"1256"," "
"1257","1"
"1258","1"
"1259","1"
"1260","1"
"1261"," "
"1262","1"
"1263"," "
"1264","1"
"1265"," "
"1266"," "
"1267","1"
"1268","1"
"1269","1"
"1270","1"
"1271","1"
"1272"," "
"1273"," "
"1274"," "
"1275","1"
"1276","1"
"1277","1"
"1278"," "
"1279","1"
"1280","1"
"1281"," "
"1282","1"
"1283","1"
"1284"," "
"1285","1"
"1286","1"
"1287","1"
"1288","1"
"1289","1"
"1290"," "
"1291","1"
"1292"," "
"1293"," "
"1294","1"
"1295","1"
"1296","1"
"1297","1"
"1298","1"
"1299"," "
"1300","1"
"1301"," "
"1302"," "
"1303"," "
"1304"," "
"1305","1"
"1306","1"
"1307","1"
"1308","1"
"1309","1"
"1310"," "
"1311"," "
"1312"," "
"1313"," "
"1314","1"
"1315","1"
"1316"," "
"1317","1"
"1318"," "
"1319","1"
"1320"," "
"1321","1"
"1322","1"
"1323"," "
"1324"," "
"1325"," "
"1326"," "
"1327"," "
"1328"," "
"1329"," "
"1330"," "
"1331","1"
"1332","1"
"1333","1"
"1334"," "
"1335","1"
"1336","1"
"1337","1"
"1338","1"
"1339","1"
"1340"," "
"1341","1"
"1342","1"
"1343","1"
"1344","1"
"1345"," "
"1346"," "
"1347","1"
"1348","1"
"1349","1"
"1350","1"
"1351","1"
"1352","1"
"1353","1"
"1354","1"
"1355"," "
"1356"," "
"1357","1"
"1358","1"
"1359","1"
"1360","1"
"1361"," "
"1362"," "
"1363"," "
"1364","1"
"1365","1"
"1366","1"
"1367"," "
"1368","1"
"1369","1"
"1370","1"
"1371","1"
"1372"," "
"1373"," "
"1374"," "
"1375"," "
"1376"," "
"1377","1"
"1378","1"
"1379"," "
"1380","1"
"1381"," "
"1382","1"
"1383","1"
"1384"," "
"1385","1"
"1386"," "
"1387","1"
"1388","1"
"1389"," "
"1390","1"
"1391","1"
"1392"," "
"1393"," "
"1394"," "
"1395"," "
"1396"," "
"1397","1"
"1398"," "
"1399"," "
"1400"," "
"1401"," "
"1402","1"
"1403"," "
"1404","1"
"1405","1"
"1406","1"
"1407"," "
"1408","1"
"1409","1"
"1410","1"
"1411","1"
"1412","1"
"1413","1"
"1414"," "
"1415","1"
"1416","1"
"1417"," "
"1418"," "
"1419"," "
"1420","1"
"1421"," "
"1422","1"
"1423"," "
"1424","1"
"1425"," "
"1426"," "
"1427","1"
"1428"," "
"1429","1"
"1430","1"
"1431"," "
"1432","1"
"1433","1"
"1434","1"
"1435","1"
"1436"," "
"1437"," "
"1438","1"
"1439"," "
"1440","1"
"1441","1"
"1442"," "
"1443"," "
"1444","1"
"1445"," "
"1446","1"
"1447"," "
"1448","1"
"1449"," "
"1450"," "
"1451","1"
"1452"," "
"1453","1"
"1454","1"
"1455"," "
"1456"," "
"1457"," "
"1458"," "
"1459"," "
"1460","1"
"1461","1"
"1462","1"
"1463","1"
"1464","1"
"1465","1"
"1466","1"
"1467","1"
"1468"," "
"1469","1"
"1470","1"
"1471"," "
"1472"," "
"1473"," "
"1474","1"
"1475"," "
"1476","1"
"1477"," "
"1478"," "
"1479","1"
"1480"," "
"1481","1"
"1482"," "
"1483"," "
"1484","1"
"1485"," "
"1486"," "
"1487","1"
"1488","1"
"1489","1"
"1490","1"
"1491"," "
"1492"," "
"1493","1"
"1494"," "
"1495"," "
"1496"," "
"1497"," "
"1498","1"
"1499","1"
"1500"," "
"1501"," "
"1502"," "
"1503"," "
"1504"," "
"1505","1"
"1506","1"
"1507"," "
"1508"," "
"1509","1"
"1510","1"
"1511"," "
"1512"," "
"1513","1"
"1514","1"
"1515","1"
"1516"," "
"1517","1"
"1518"," "
"1519"," "
"1520","1"
"1521","1"
"1522","1"
"1523","1"
"1524","1"
"1525","1"
"1526","1"
"1527"," "
"1528"," "
"1529","1"
"1530","1"
"1531","1"
"1532","1"
"1533","1"
"1534"," "
"1535","1"
"1536"," "
"1537"," "
"1538","1"
"1539"," "
"1540","1"
"1541","1"
"1542","1"
"1543","1"
"1544"," "
"1545"," "
"1546"," "
"1547","1"
"1548","1"
"1549","1"
"1550"," "
"1551","1"
"1552","1"
"1553"," "
"1554","1"
"1555","1"
"1556","1"
"1557"," "
"1558","1"
"1559","1"
"1560"," "
"1561","1"
"1562","1"
"1563"," "
"1564"," "
"1565","1"
"1566"," "
"1567","1"
"1568"," "
"1569"," "
"1570","1"
"1571"," "
"1572","1"
"1573","1"
"1574"," "
"1575","1"
"1576","1"
"1577","1"
"1578","1"
"1579"," "
"1580"," "
"1581"," "
"1582"," "
"1583"," "
"1584","1"
"1585","1"
"1586","1"
"1587"," "
"1588","1"
"1589","1"
"1590"," "
"1591"," "
"1592"," "
"1593"," "
"1594","1"
"1595"," "
"1596"," "
"1597","1"
"1598","1"
"1599","1"
"1600","1"
"1601","1"
"1602","1"
"1603"," "
"1604"," "
"1605","1"
"1606","1"
"1607","1"
"1608"," "
"1609"," "
"1610"," "
"1611"," "
"1612"," "
"1613"," "
"1614","1"
"1615","1"
"1616"," "
"1617"," "
"1618"," "
"1619"," "
"1620"," "
"1621"," "
"1622"," "
"1623","1"
"1624"," "
"1625","1"
"1626","1"
"1627","1"
"1628"," "
"1629","1"
"1630","1"
"1631","1"
"1632","1"
"1633"," "
"1634","1"
"1635","1"
"1636","1"
"1637","1"
"1638","1"
"1639"," "
"1640","1"
"1641","1"
"1642","1"
"1643","1"
"1644"," "
"1645"," "
"1646"," "
"1647"," "
"1648"," "
"1649"," "
"1650"," "
"1651"," "
"1652","1"
"1653","1"
"1654","1"
"1655","1"
"1656","1"
"1657","1"
"1658"," "
"1659","1"
"1660"," "
"1661"," "
"1662","1"
"1663","1"
"1664","1"
"1665","1"
"1666","1"
"1667","1"
"1668"," "
"1669","1"
"1670","1"
"1671","1"
"1672"," "
"1673","1"
"1674"," "
"1675"," "
"1676","1"
"1677","1"
"1678","1"
"1679","1"
"1680","1"
"1681","1"
"1682","1"
"1683","1"
"1684"," "
"1685","1"
"1686","1"
"1687"," "
"1688","1"
"1689"," "
"1690","1"
"1691","1"
"1692","1"
"1693","1"
"1694"," "
"1695","1"
"1696"," "
"1697"," "
"1698","1"
"1699","1"
"1700"," "
"1701","1"
"1702"," "
"1703","1"
"1704","1"
"1705","1"
"1706"," "
"1707"," "
"1708"," "
"1709"," "
"1710","1"
"1711","1"
"1712"," "
"1713","1"
"1714","1"
"1715","1"
"1716","1"
"1717"," "
"1718","1"
"1719"," "
"1720","1"
"1721","1"
"1722","1"
"1723"," "
"1724","1"
"1725","1"
"1726","1"
"1727","1"
"1728","1"
"1729"," "
"1730","1"
"1731","1"
"1732"," "
"1733","1"
"1734","1"
"1735"," "
"1736","1"
"1737"," "
"1738"," "
"1739","1"
"1740","1"
"1741"," "
"1742"," "
"1743","1"
"1744","1"
"1745","1"
"1746","1"
"1747","1"
"1748","1"
"1749","1"
"1750","1"
"1751"," "
"1752","1"
"1753"," "
"1754"," "
"1755","1"
"1756","1"
"1757","1"
"1758"," "
"1759"," "
"1760"," "
"1761"," "
"1762","1"
"1763","1"
"1764","1"
"1765"," "
"1766","1"
"1767","1"
"1768","1"
"1769"," "
"1770","1"
"1771","1"
"1772"," "
"1773","1"
"1774","1"
"1775","1"
"1776","1"
"1777"," "
"1778","1"
"1779"," "
"1780"," "
"1781","1"
"1782"," "
"1783"," "
"1784"," "
"1785","1"
"1786","1"
"1787"," "
"1788"," "
"1789"," "
"1790","1"
"1791"," "
"1792","1"
"1793"," "
"1794"," "
"1795"," "
"1796"," "
"1797","1"
"1798","1"
"1799","1"
"1800"," "
"1801","1"
"1802","1"
"1803"," "
"1804","1"
"1805","1"
"1806","1"
"1807"," "
"1808","1"
"1809"," "
"1810","1"
"1811","1"
"1812"," "
"1813","1"
"1814","1"
"1815","1"
"1816","1"
"1817","1"
"1818","1"
"1819"," "
"1820","1"
"1821"," "
"1822","1"
"1823"," "
"1824","1"
"1825","1"
"1826","1"
"1827","1"
"1828","1"
"1829","1"
"1830"," "
"1831"," "
"1832","1"
"1833"," "
"1834","1"
"1835","1"
"1836"," "
"1837","1"
"1838","1"
"1839"," "
"1840","1"
"1841","1"
"1842","1"
"1843","1"
"1844"," "
"1845"," "
"1846","1"
"1847"," "
"1848","1"
"1849"," "
"1850"," "
"1851"," "
"1852"," "
"1853","1"
"1854"," "
"1855"," "
"1856","1"
"1857","1"
"1858","1"
"1859"," "
"1860"," "
"1861","1"
"1862"," "
"1863","1"
"1864","1"
"1865","1"
"1866","1"
"1867","1"
"1868","1"
"1869"," "
"1870"," "
"1871"," "
"1872"," "
"1873","1"
"1874"," "
"1875","1"
"1876","1"
"1877"," "
"1878","1"
"1879","1"
"1880","1"
"1881","1"
"1882","1"
"1883","1"
"1884"," "
"1885"," "
"1886","1"
"1887","1"
"1888"," "
"1889","1"
"1890","1"
"1891"," "
"1892"," "
"1893","1"
"1894","1"
"1895"," "
"1896","1"
"1897"," "
"1898"," "
"1899","1"
"1900"," "
"1901"," "
"1902","1"
"1903"," "
"1904","1"
"1905"," "
"1906"," "
"1907"," "
"1908"," "
"1909","1"
"1910","1"
"1911"," "
"1912","1"
"1913","1"
"1914"," "
"1915"," "
"1916","1"
"1917"," "
"1918"," "
"1919"," "
"1920","1"
"1921","1"
"1922","1"
"1923"," "
"1924"," "
"1925","1"
"1926","1"
"1927","1"
"1928","1"
"1929","1"
"1930"," "
"1931","1"
"1932"," "
"1933"," "
"1934","1"
"1935","1"
"1936","1"
"1937","1"
"1938"," "
"1939"," "
"1940"," "
"1941"," "
"1942","1"
"1943"," "
"1944"," "
"1945"," "
"1946"," "
"1947","1"
"1948","1"
"1949"," "
"1950","1"
"1951"," "
"1952"," "
"1953"," "
"1954","1"
"1955","1"
"1956","1"
"1957"," "
"1958"," "
"1959","1"
"1960"," "
"1961"," "
"1962","1"
"1963","1"
"1964"," "
"1965","1"
"1966","1"
"1967","1"
"1968","1"
"1969","1"
"1970"," "
"1971","1"
"1972","1"
"1973","1"
"1974","1"
"1975","1"
"1976"," "
"1977"," "
"1978"," "
"1979"," "
"1980","1"
"1981","1"
"1982"," "
"1983","1"
"1984"," "
"1985","1"
"1986","1"
"1987","1"
"1988"," "
"1989","1"
"1990","1"
"1991","1"
"1992","1"
"1993","1"
"1994","1"
"1995"," "
"1996","1"
"1997"," "
"1998"," "
"1999","1"
"2000"," "
"2001","1"
"2002","1"
"2003","1"
"2004","1"
"2005"," "
"2006","1"
"2007"," "
"2008","1"
"2009","1"
"2010"," "
"2011","1"
"2012","1"
"2013"," "
"2014","1"
"2015","1"
"2016"," "
"2017","1"
"2018","1"
"2019","1"
"2020"," "
"2021","1"
"2022","1"
"2023","1"
"2024","1"
"2025","1"
"2026","1"
"2027","1"
"2028"," "
"2029","1"
"2030","1"
"2031","1"
"2032"," "
"2033","1"
"2034","1"
"2035"," "
"2036"," "
"2037","1"
"2038","1"
"2039","1"
"2040","1"
"2041","1"
"2042","1"
"2043"," "
"2044","1"
"2045"," "
"2046","1"
"2047"," "
"2048","1"
"2049","1"
"2050","1"
"2051"," "
"2052","1"
"2053"," "
"2054","1"
"2055","1"
"2056"," "
"2057","1"
"2058","1"
"2059"," "
"2060","1"
"2061","1"
"2062","1"
"2063","1"
"2064"," "
"2065"," "
"2066","1"
"2067"," "
"2068","1"
"2069","1"
"2070","1"
"2071"," "
"2072"," "
"2073","1"
"2074"," "
"2075","1"
"2076","1"
"2077"," "
"2078"," "
"2079"," "
"2080","1"
"2081","1"
"2082","1"
"2083"," "
"2084","1"
"2085","1"
"2086"," "
"2087"," "
"2088"," "
"2089"," "
"2090","1"
"2091","1"
"2092"," "
"2093","1"
"2094"," "
"2095"," "
"2096"," "
"2097","1"
"2098","1"
"2099"," "
"2100","1"
"2101","1"
"2102","1"
"2103"," "
"2104","1"
"2105","1"
"2106","1"
"2107","1"
"2108","1"
"2109","1"
"2110"," "
"2111","1"
"2112"," "
"2113"," "
"2114"," "
"2115","1"
"2116","1"
"2117"," "
"2118","1"
"2119","1"
"2120"," "
"2121"," "
"2122"," "
"2123"," "
"2124","1"
"2125","1"
"2126","1"
"2127","1"
"2128","1"
"2129","1"
"2130","1"
"2131","1"
"2132","1"
"2133"," "
"2134"," "
"2135"," "
"2136"," "
"2137","1"
"2138","1"
"2139","1"
"2140","1"
"2141","1"
