"","x"
"861","1"
"862","1"
"863","1"
"864","1"
"865"," "
"866","1"
"867","1"
"868"," "
"869"," "
"870"," "
"871"," "
"872"," "
"873","1"
"874","1"
"875"," "
"876","1"
"877"," "
"878"," "
"879"," "
"880"," "
"881","1"
"882","1"
"883"," "
"884"," "
"885","1"
"886","1"
"887"," "
"888","1"
"889","1"
"890","1"
"891"," "
"892","1"
"893"," "
"894"," "
"895"," "
"896","1"
"897","1"
"898","1"
"899","1"
"900","1"
"901","1"
"902","1"
"903","1"
"904","1"
"905","1"
"906","1"
"907"," "
"908"," "
"909","1"
"910"," "
"911"," "
"912"," "
"913","1"
"914","1"
"915","1"
"916","1"
"917","1"
"918"," "
"919","1"
"920","1"
"921"," "
"922","1"
"923","1"
"924"," "
"925","1"
"926","1"
"927"," "
"928","1"
"929"," "
"930"," "
"931"," "
"932","1"
"933","1"
"934"," "
"935"," "
"936"," "
"937"," "
"938","1"
"939","1"
"940","1"
"941","1"
"942","1"
"943","1"
"944","1"
"945"," "
"946","1"
"947","1"
"948","1"
"949","1"
"950"," "
"951","1"
"952","1"
"953","1"
"954","1"
"955","1"
"956","1"
"957","1"
"958","1"
"959","1"
"960"," "
"961","1"
"962","1"
"963","1"
"964","1"
"965","1"
"966","1"
"967"," "
"968","1"
"969","1"
"970","1"
"971","1"
"972","1"
"973","1"
"974","1"
"975","1"
"976","1"
"977","1"
"978","1"
"979","1"
"980","1"
"981","1"
"982","1"
"983","1"
"984"," "
"985"," "
"986","1"
"987"," "
"988","1"
"989","1"
"990","1"
"991","1"
"992","1"
"993","1"
"994","1"
"995","1"
"996"," "
"997","1"
"998","1"
"999","1"
"1000","1"
"1001","1"
"1002"," "
"1003","1"
"1004","1"
"1005","1"
"1006","1"
"1007"," "
"1008","1"
"1009"," "
"1010","1"
"1011"," "
"1012","1"
"1013","1"
"1014","1"
"1015","1"
"1016","1"
"1017","1"
"1018","1"
"1019","1"
"1020","1"
"1021","1"
"1022","1"
"1023","1"
"1024"," "
"1025","1"
"1026","1"
"1027","1"
"1028","1"
"1029","1"
"1030","1"
"1031","1"
"1032","1"
"1033","1"
"1034","1"
"1035"," "
"1036","1"
"1037","1"
"1038","1"
"1039"," "
"1040","1"
"1041","1"
"1042"," "
"1043","1"
"1044"," "
"1045","1"
"1046","1"
"1047"," "
"1048"," "
"1049"," "
"1050"," "
"1051","1"
"1052","1"
"1053","1"
"1054","1"
"1055","1"
"1056"," "
"1057","1"
"1058"," "
"1059"," "
"1060"," "
"1061"," "
"1062","1"
"1063","1"
"1064","1"
"1065"," "
"1066","1"
"1067","1"
"1068","1"
"1069","1"
"1070","1"
"1071","1"
"1072","1"
"1073"," "
"1074","1"
"1075","1"
"1076"," "
"1077"," "
"1078","1"
"1079"," "
"1080"," "
"1081"," "
"1082","1"
"1083"," "
"1084","1"
"1085","1"
"1086","1"
"1087","1"
"1088","1"
"1089"," "
"1090"," "
"1091","1"
"1092","1"
"1093"," "
"1094","1"
"1095","1"
"1096"," "
"1097","1"
"1098","1"
"1099"," "
"1100","1"
"1101","1"
"1102","1"
"1103","1"
"1104","1"
"1105","1"
"1106","1"
"1107","1"
"1108","1"
"1109","1"
"1110"," "
"1111","1"
"1112"," "
"1113","1"
"1114"," "
"1115"," "
"1116","1"
"1117","1"
"1118","1"
"1119","1"
"1120"," "
"1121","1"
"1122"," "
"1123","1"
"1124"," "
"1125"," "
"1126","1"
"1127","1"
"1128","1"
"1129","1"
"1130","1"
"1131","1"
"1132"," "
"1133"," "
"1134"," "
"1135"," "
"1136","1"
"1137","1"
"1138","1"
"1139"," "
"1140","1"
"1141","1"
"1142","1"
"1143","1"
"1144"," "
"1145","1"
"1146"," "
"1147","1"
"1148","1"
"1149"," "
"1150","1"
"1151"," "
"1152","1"
"1153","1"
"1154"," "
"1155"," "
"1156","1"
"1157","1"
"1158","1"
"1159"," "
"1160","1"
"1161","1"
"1162"," "
"1163"," "
"1164"," "
"1165"," "
"1166","1"
"1167"," "
"1168","1"
"1169","1"
"1170"," "
"1171"," "
"1172"," "
"1173"," "
"1174","1"
"1175","1"
"1176","1"
"1177","1"
"1178","1"
"1179","1"
"1180","1"
"1181"," "
"1182"," "
"1183","1"
"1184","1"
"1185","1"
"1186"," "
"1187","1"
"1188"," "
"1189","1"
"1190","1"
"1191","1"
"1192","1"
"1193","1"
"1194"," "
"1195","1"
"1196","1"
"1197"," "
"1198"," "
"1199","1"
"1200"," "
"1201","1"
"1202","1"
"1203","1"
"1204","1"
"1205","1"
"1206","1"
"1207","1"
"1208","1"
"1209","1"
"1210","1"
"1211","1"
"1212","1"
"1213","1"
"1214","1"
"1215","1"
"1216","1"
"1217","1"
"1218","1"
"1219","1"
"1220","1"
"1221","1"
"1222"," "
"1223","1"
"1224","1"
"1225","1"
"1226","1"
"1227"," "
"1228"," "
"1229","1"
"1230","1"
"1231","1"
"1232","1"
"1233"," "
"1234"," "
"1235"," "
"1236","1"
"1237","1"
"1238","1"
"1239"," "
"1240"," "
"1241","1"
"1242","1"
"1243","1"
"1244","1"
"1245"," "
"1246","1"
"1247"," "
"1248"," "
"1249"," "
"1250","1"
"1251"," "
"1252","1"
"1253","1"
"1254"," "
"1255","1"
"1256","1"
"1257","1"
"1258","1"
"1259","1"
"1260","1"
"1261","1"
"1262","1"
"1263","1"
"1264"," "
"1265","1"
"1266"," "
"1267","1"
"1268"," "
"1269"," "
"1270","1"
"1271","1"
"1272"," "
"1273","1"
"1274"," "
"1275"," "
"1276"," "
"1277"," "
"1278","1"
"1279"," "
"1280","1"
"1281","1"
"1282"," "
"1283"," "
"1284","1"
"1285"," "
"1286","1"
"1287","1"
"1288"," "
"1289"," "
"1290","1"
"1291"," "
"1292","1"
"1293"," "
"1294"," "
"1295","1"
"1296"," "
"1297"," "
"1298","1"
"1299","1"
"1300","1"
"1301","1"
"1302","1"
"1303","1"
"1304"," "
"1305","1"
"1306","1"
"1307","1"
"1308","1"
"1309"," "
"1310","1"
"1311","1"
"1312","1"
"1313","1"
"1314","1"
"1315","1"
"1316","1"
"1317","1"
"1318","1"
"1319","1"
"1320"," "
"1321","1"
"1322","1"
"1323"," "
"1324"," "
"1325","1"
"1326"," "
"1327"," "
"1328","1"
"1329","1"
"1330","1"
"1331","1"
"1332"," "
"1333"," "
"1334"," "
"1335","1"
"1336","1"
"1337","1"
"1338"," "
"1339","1"
"1340","1"
"1341"," "
"1342"," "
"1343"," "
"1344","1"
"1345"," "
"1346","1"
"1347","1"
"1348","1"
"1349","1"
"1350","1"
"1351","1"
"1352","1"
"1353","1"
"1354","1"
"1355","1"
"1356"," "
"1357","1"
"1358","1"
"1359","1"
"1360"," "
"1361","1"
"1362","1"
"1363","1"
"1364","1"
"1365","1"
"1366"," "
"1367","1"
"1368","1"
"1369","1"
"1370","1"
"1371"," "
"1372","1"
"1373","1"
"1374","1"
"1375"," "
"1376","1"
"1377","1"
"1378","1"
"1379","1"
"1380"," "
"1381","1"
"1382","1"
"1383","1"
"1384","1"
"1385","1"
"1386","1"
"1387"," "
"1388"," "
"1389"," "
"1390","1"
"1391","1"
"1392","1"
"1393","1"
"1394","1"
"1395","1"
"1396"," "
"1397","1"
"1398"," "
"1399"," "
"1400","1"
"1401"," "
"1402","1"
"1403","1"
"1404","1"
"1405","1"
"1406","1"
"1407","1"
"1408","1"
"1409","1"
"1410","1"
"1411"," "
"1412","1"
"1413"," "
"1414","1"
"1415"," "
"1416","1"
"1417"," "
"1418"," "
"1419","1"
"1420"," "
"1421"," "
"1422","1"
"1423","1"
"1424","1"
"1425","1"
"1426","1"
"1427","1"
"1428","1"
"1429"," "
"1430"," "
"1431","1"
"1432"," "
"1433","1"
"1434"," "
"1435","1"
"1436","1"
"1437"," "
"1438"," "
"1439","1"
"1440"," "
"1441"," "
"1442","1"
"1443"," "
"1444","1"
"1445"," "
"1446","1"
"1447"," "
"1448","1"
"1449","1"
"1450","1"
"1451","1"
"1452"," "
"1453"," "
"1454","1"
"1455","1"
"1456","1"
"1457"," "
"1458","1"
"1459","1"
"1460","1"
"1461"," "
"1462"," "
"1463","1"
"1464"," "
"1465"," "
"1466","1"
"1467","1"
"1468","1"
"1469","1"
"1470","1"
"1471","1"
"1472"," "
"1473","1"
"1474","1"
"1475","1"
"1476","1"
"1477","1"
"1478","1"
"1479","1"
"1480","1"
"1481","1"
"1482","1"
"1483","1"
"1484","1"
"1485"," "
"1486","1"
"1487","1"
"1488","1"
"1489","1"
"1490","1"
"1491","1"
"1492"," "
"1493","1"
"1494","1"
"1495"," "
"1496"," "
"1497","1"
"1498","1"
"1499","1"
"1500","1"
"1501","1"
"1502","1"
"1503"," "
"1504","1"
"1505","1"
"1506","1"
"1507"," "
"1508"," "
"1509"," "
"1510"," "
"1511","1"
"1512"," "
"1513","1"
"1514","1"
"1515"," "
"1516","1"
"1517"," "
"1518","1"
"1519"," "
"1520"," "
"1521","1"
"1522","1"
"1523"," "
"1524"," "
"1525"," "
"1526","1"
"1527","1"
"1528","1"
"1529","1"
"1530"," "
"1531"," "
"1532"," "
"1533","1"
"1534"," "
"1535"," "
"1536","1"
"1537","1"
"1538","1"
"1539","1"
"1540","1"
"1541","1"
"1542","1"
"1543","1"
"1544","1"
"1545"," "
"1546","1"
"1547","1"
"1548"," "
"1549","1"
"1550"," "
"1551","1"
"1552","1"
"1553"," "
"1554","1"
"1555","1"
"1556"," "
"1557","1"
"1558","1"
"1559"," "
"1560","1"
"1561","1"
"1562","1"
"1563"," "
"1564"," "
"1565","1"
"1566"," "
"1567","1"
"1568"," "
"1569"," "
"1570"," "
"1571"," "
"1572"," "
"1573","1"
"1574","1"
"1575"," "
"1576","1"
"1577","1"
"1578","1"
"1579","1"
"1580"," "
"1581"," "
"1582","1"
"1583","1"
"1584","1"
"1585","1"
"1586"," "
"1587","1"
"1588","1"
"1589","1"
"1590"," "
"1591","1"
"1592","1"
"1593","1"
"1594","1"
"1595","1"
"1596","1"
"1597","1"
"1598","1"
"1599","1"
"1600"," "
"1601","1"
"1602","1"
"1603"," "
"1604","1"
"1605","1"
"1606","1"
"1607","1"
"1608","1"
"1609","1"
"1610"," "
"1611","1"
"1612"," "
"1613"," "
"1614"," "
"1615","1"
"1616","1"
"1617"," "
"1618"," "
"1619","1"
"1620"," "
"1621"," "
"1622","1"
"1623","1"
"1624","1"
"1625","1"
"1626"," "
"1627","1"
"1628"," "
"1629","1"
"1630","1"
"1631","1"
"1632","1"
"1633","1"
"1634","1"
"1635","1"
"1636","1"
"1637"," "
"1638","1"
"1639","1"
"1640"," "
"1641","1"
"1642","1"
"1643","1"
"1644","1"
"1645","1"
"1646"," "
"1647"," "
"1648"," "
"1649","1"
"1650"," "
"1651"," "
"1652"," "
"1653","1"
"1654","1"
"1655","1"
"1656"," "
"1657","1"
"1658"," "
"1659","1"
"1660"," "
"1661"," "
"1662","1"
"1663","1"
"1664"," "
"1665"," "
"1666","1"
"1667"," "
"1668","1"
"1669","1"
"1670"," "
"1671"," "
"1672","1"
"1673"," "
"1674"," "
"1675"," "
"1676"," "
"1677","1"
"1678","1"
"1679","1"
"1680"," "
"1681","1"
"1682"," "
"1683","1"
"1684","1"
"1685","1"
"1686","1"
"1687"," "
"1688","1"
"1689","1"
"1690"," "
"1691"," "
"1692","1"
"1693","1"
"1694","1"
"1695"," "
"1696","1"
"1697","1"
"1698"," "
"1699"," "
"1700","1"
"1701"," "
"1702"," "
"1703"," "
"1704"," "
"1705","1"
"1706","1"
"1707"," "
"1708","1"
"1709","1"
"1710","1"
"1711","1"
"1712"," "
"1713","1"
"1714","1"
"1715","1"
"1716"," "
"1717","1"
"1718","1"
"1719","1"
"1720","1"
"1721","1"
"1722"," "
"1723","1"
"1724","1"
"1725"," "
"1726","1"
"1727"," "
"1728"," "
"1729","1"
"1730","1"
"1731","1"
"1732","1"
"1733","1"
"1734","1"
"1735","1"
"1736","1"
"1737","1"
"1738"," "
"1739","1"
"1740"," "
"1741","1"
"1742"," "
"1743","1"
"1744","1"
"1745"," "
"1746","1"
"1747","1"
"1748","1"
"1749","1"
"1750"," "
"1751","1"
"1752","1"
"1753","1"
"1754"," "
"1755"," "
"1756","1"
"1757","1"
"1758","1"
"1759","1"
"1760"," "
"1761","1"
"1762"," "
"1763","1"
"1764","1"
"1765","1"
"1766"," "
"1767","1"
"1768","1"
"1769"," "
"1770","1"
"1771","1"
"1772","1"
"1773","1"
"1774"," "
"1775"," "
"1776","1"
"1777"," "
"1778","1"
"1779"," "
"1780","1"
"1781","1"
"1782","1"
"1783"," "
"1784","1"
"1785"," "
"1786","1"
"1787","1"
"1788","1"
"1789","1"
"1790"," "
"1791","1"
"1792","1"
"1793","1"
"1794","1"
"1795","1"
"1796","1"
"1797","1"
"1798","1"
"1799"," "
"1800","1"
"1801"," "
"1802"," "
"1803"," "
"1804","1"
"1805"," "
"1806"," "
"1807"," "
"1808"," "
"1809"," "
"1810"," "
"1811","1"
"1812","1"
"1813","1"
"1814","1"
"1815"," "
"1816"," "
"1817"," "
"1818","1"
"1819"," "
"1820"," "
"1821","1"
"1822","1"
"1823","1"
"1824","1"
"1825","1"
"1826","1"
"1827","1"
"1828","1"
"1829","1"
"1830"," "
"1831","1"
"1832"," "
"1833","1"
"1834","1"
"1835","1"
"1836","1"
"1837","1"
"1838","1"
"1839","1"
"1840","1"
"1841","1"
"1842"," "
"1843","1"
"1844"," "
"1845","1"
"1846","1"
"1847","1"
"1848","1"
"1849","1"
"1850","1"
"1851","1"
"1852"," "
"1853"," "
"1854","1"
"1855"," "
"1856"," "
"1857","1"
"1858"," "
"1859"," "
"1860","1"
"1861","1"
"1862","1"
"1863","1"
"1864","1"
"1865","1"
"1866","1"
"1867","1"
"1868"," "
"1869"," "
"1870"," "
"1871","1"
"1872","1"
"1873","1"
"1874","1"
"1875","1"
"1876"," "
"1877","1"
"1878"," "
"1879"," "
"1880"," "
"1881","1"
"1882","1"
"1883","1"
"1884","1"
"1885","1"
"1886","1"
"1887","1"
"1888","1"
"1889","1"
"1890"," "
"1891","1"
"1892","1"
"1893","1"
"1894","1"
"1895","1"
"1896"," "
"1897"," "
"1898","1"
"1899"," "
"1900","1"
"1901","1"
"1902","1"
"1903"," "
"1904"," "
"1905"," "
"1906"," "
"1907"," "
"1908","1"
"1909","1"
"1910","1"
"1911","1"
"1912","1"
"1913","1"
"1914","1"
"1915","1"
"1916","1"
"1917","1"
"1918","1"
"1919"," "
"1920","1"
"1921","1"
"1922","1"
"1923","1"
"1924","1"
"1925","1"
"1926","1"
"1927"," "
"1928"," "
"1929","1"
"1930","1"
"1931","1"
"1932"," "
"1933","1"
"1934","1"
"1935","1"
"1936","1"
"1937","1"
"1938","1"
"1939","1"
"1940","1"
"1941","1"
"1942"," "
"1943","1"
"1944"," "
"1945"," "
"1946","1"
"1947","1"
"1948"," "
"1949"," "
"1950"," "
"1951","1"
"1952","1"
"1953","1"
"1954"," "
"1955","1"
"1956","1"
"1957"," "
"1958","1"
"1959","1"
"1960","1"
"1961","1"
"1962"," "
"1963","1"
"1964"," "
"1965","1"
"1966","1"
"1967","1"
"1968","1"
"1969","1"
"1970"," "
"1971","1"
"1972","1"
"1973"," "
"1974","1"
"1975","1"
"1976","1"
"1977"," "
"1978","1"
"1979"," "
"1980"," "
"1981","1"
"1982"," "
"1983"," "
"1984","1"
"1985","1"
"1986"," "
"1987","1"
"1988","1"
"1989","1"
"1990","1"
"1991"," "
"1992"," "
"1993","1"
"1994","1"
"1995","1"
"1996","1"
"1997","1"
"1998","1"
"1999","1"
"2000","1"
"2001"," "
"2002"," "
"2003"," "
"2004"," "
"2005"," "
"2006","1"
"2007"," "
"2008"," "
"2009","1"
"2010","1"
"2011","1"
"2012","1"
"2013","1"
"2014"," "
"2015","1"
"2016","1"
"2017","1"
"2018","1"
"2019","1"
"2020"," "
"2021","1"
"2022","1"
"2023","1"
"2024","1"
"2025","1"
"2026","1"
"2027"," "
"2028","1"
"2029","1"
"2030"," "
"2031","1"
"2032"," "
"2033","1"
"2034","1"
"2035","1"
"2036","1"
"2037"," "
"2038","1"
"2039","1"
"2040","1"
"2041","1"
"2042","1"
"2043","1"
"2044","1"
"2045","1"
"2046","1"
"2047","1"
"2048","1"
"2049","1"
"2050","1"
"2051"," "
"2052","1"
"2053","1"
"2054","1"
"2055","1"
"2056","1"
"2057","1"
"2058"," "
"2059"," "
"2060","1"
"2061"," "
"2062"," "
"2063","1"
"2064"," "
"2065"," "
"2066"," "
"2067"," "
"2068","1"
"2069"," "
"2070","1"
"2071","1"
"2072","1"
"2073","1"
"2074","1"
"2075"," "
"2076","1"
"2077","1"
"2078","1"
"2079","1"
"2080","1"
"2081","1"
"2082","1"
"2083","1"
"2084","1"
"2085"," "
"2086","1"
"2087","1"
"2088","1"
"2089","1"
"2090","1"
"2091","1"
"2092","1"
"2093"," "
"2094"," "
"2095"," "
"2096","1"
"2097","1"
"2098"," "
"2099","1"
"2100","1"
"2101","1"
"2102"," "
"2103"," "
"2104","1"
"2105"," "
"2106","1"
"2107","1"
"2108","1"
"2109"," "
"2110","1"
"2111","1"
"2112","1"
"2113"," "
"2114"," "
"2115","1"
"2116","1"
"2117","1"
"2118","1"
"2119"," "
"2120","1"
"2121"," "
"2122"," "
"2123"," "
"2124","1"
"2125","1"
"2126","1"
"2127"," "
"2128","1"
"2129","1"
"2130","1"
"2131","1"
"2132","1"
"2133","1"
"2134"," "
"2135","1"
"2136","1"
"2137","1"
"2138","1"
"2139"," "
"2140"," "
"2141","1"
