"","x"
"402","1"
"403","1"
"404","1"
"405"," "
"406","1"
"407"," "
"408","1"
"409","1"
"410","1"
"411"," "
"412"," "
"413"," "
"414"," "
"415","1"
"416","1"
"417","1"
"418"," "
"419","1"
"420"," "
"421"," "
"422"," "
"423","1"
"424"," "
"425"," "
"426"," "
"427","1"
"428","1"
"429"," "
"430"," "
"431"," "
"432"," "
"433"," "
"434","1"
"435","1"
"436","1"
"437"," "
"438"," "
"439"," "
"440","1"
"441","1"
"442","1"
"443"," "
"444","1"
"445"," "
"446"," "
"447"," "
"448","1"
"449"," "
"450","1"
"451"," "
"452","1"
"453"," "
"454","1"
"455","1"
"456","1"
"457"," "
"458","1"
"459"," "
"460"," "
"461"," "
"462"," "
"463","1"
"464","1"
"465","1"
"466"," "
"467"," "
"468","1"
"469"," "
"470"," "
"471"," "
"472"," "
"473","1"
"474"," "
"475","1"
"476","1"
"477","1"
"478","1"
"479","1"
"480","1"
"481","1"
"482"," "
"483"," "
"484"," "
"485"," "
"486"," "
"487"," "
"488"," "
"489"," "
"490"," "
"491","1"
"492","1"
"493","1"
"494","1"
"495"," "
"496","1"
"497","1"
"498","1"
"499","1"
"500"," "
"501"," "
"502","1"
"503"," "
"504"," "
"505"," "
"506"," "
"507"," "
"508"," "
"509"," "
"510"," "
"511","1"
"512","1"
"513"," "
"514"," "
"515","1"
"516"," "
"517","1"
"518","1"
"519","1"
"520","1"
"521","1"
"522","1"
"523","1"
"524"," "
"525","1"
"526"," "
"527","1"
"528","1"
"529"," "
"530","1"
"531"," "
"532","1"
"533"," "
"534"," "
"535"," "
"536"," "
"537","1"
"538"," "
"539"," "
"540","1"
"541"," "
"542","1"
"543","1"
"544"," "
"545"," "
"546","1"
"547","1"
"548","1"
"549","1"
"550","1"
"551","1"
"552"," "
"553","1"
"554","1"
"555","1"
"556","1"
"557"," "
"558","1"
"559"," "
"560","1"
"561"," "
"562","1"
"563","1"
"564","1"
"565","1"
"566","1"
"567","1"
"568","1"
"569"," "
"570"," "
"571"," "
"572"," "
"573"," "
"574","1"
"575","1"
"576","1"
"577"," "
"578","1"
"579","1"
"580","1"
"581","1"
"582","1"
"583"," "
"584"," "
"585","1"
"586","1"
"587"," "
"588","1"
"589"," "
"590"," "
"591"," "
"592"," "
"593"," "
"594","1"
"595"," "
"596","1"
"597","1"
"598"," "
"599","1"
"600","1"
"601","1"
"602","1"
"603"," "
"604","1"
"605","1"
"606","1"
"607"," "
"608"," "
"609"," "
"610"," "
"611"," "
"612"," "
"613","1"
"614"," "
"615","1"
"616"," "
"617","1"
"618","1"
"619","1"
"620"," "
"621"," "
"622"," "
"623"," "
"624","1"
"625","1"
"626","1"
"627","1"
"628","1"
"629","1"
"630","1"
"631","1"
"632","1"
"633"," "
"634"," "
"635"," "
"636"," "
"637"," "
"638"," "
"639","1"
"640","1"
"641","1"
"642"," "
"643"," "
"644","1"
"645"," "
"646","1"
"647"," "
"648","1"
"649","1"
"650"," "
"651","1"
"652"," "
"653"," "
"654"," "
"655"," "
"656"," "
"657"," "
"658"," "
"659","1"
"660","1"
"661","1"
"662"," "
"663"," "
"664","1"
"665"," "
"666","1"
"667","1"
"668","1"
"669","1"
"670","1"
"671","1"
"672"," "
"673"," "
"674","1"
"675","1"
"676"," "
"677"," "
"678"," "
"679"," "
"680","1"
"681","1"
"682"," "
"683"," "
"684"," "
"685","1"
"686","1"
"687","1"
"688"," "
"689"," "
"690","1"
"691"," "
"692"," "
"693","1"
"694","1"
"695"," "
"696"," "
"697","1"
"698"," "
"699"," "
"700"," "
"701","1"
"702","1"
"703"," "
"704","1"
"705"," "
"706","1"
"707"," "
"708"," "
"709","1"
"710"," "
"711","1"
"712"," "
"713"," "
"714","1"
"715","1"
"716","1"
"717","1"
"718"," "
"719","1"
"720"," "
"721"," "
"722"," "
"723","1"
"724","1"
"725","1"
"726","1"
"727"," "
"728"," "
"729","1"
"730","1"
"731","1"
"732","1"
"733"," "
"734","1"
"735"," "
"736"," "
"737"," "
"738","1"
"739","1"
"740","1"
"741","1"
"742"," "
"743"," "
"744"," "
"745"," "
"746","1"
"747"," "
"748","1"
"749","1"
"750"," "
"751","1"
"752","1"
"753"," "
"754"," "
"755","1"
"756","1"
"757"," "
"758","1"
"759"," "
"760"," "
"761","1"
"762","1"
"763"," "
"764","1"
"765","1"
"766"," "
"767","1"
"768","1"
"769"," "
"770","1"
"771"," "
"772","1"
"773","1"
"774"," "
"775"," "
"776"," "
"777","1"
"778","1"
"779"," "
"780","1"
"781","1"
"782"," "
"783"," "
"784"," "
"785"," "
"786"," "
"787","1"
"788","1"
"789"," "
"790"," "
"791","1"
"792"," "
"793"," "
"794","1"
"795"," "
"796","1"
"797"," "
"798","1"
"799"," "
"800"," "
"801"," "
"802"," "
"803"," "
"804","1"
"805","1"
"806"," "
"807"," "
"808"," "
"809"," "
"810","1"
"811","1"
"812"," "
"813","1"
"814"," "
"815"," "
"816"," "
"817"," "
"818"," "
"819"," "
"820","1"
"821","1"
"822"," "
"823","1"
"824","1"
"825"," "
"826"," "
"827","1"
"828"," "
"829"," "
"830"," "
"831"," "
"832"," "
"833"," "
"834","1"
"835","1"
"836"," "
"837","1"
"838"," "
"839","1"
"840"," "
"841"," "
"842"," "
"843"," "
"844"," "
"845","1"
"846","1"
"847","1"
"848","1"
"849"," "
"850","1"
"851","1"
"852"," "
"853","1"
"854"," "
"855"," "
"856"," "
"857"," "
"858"," "
"859","1"
"860","1"
"861"," "
"862"," "
"863","1"
"864"," "
"865"," "
"866","1"
"867","1"
"868","1"
"869"," "
"870"," "
"871"," "
"872"," "
"873","1"
"874","1"
"875"," "
"876","1"
"877","1"
"878"," "
"879"," "
"880","1"
"881","1"
"882","1"
"883"," "
"884"," "
"885"," "
"886","1"
"887"," "
"888","1"
"889"," "
"890","1"
"891"," "
"892"," "
"893"," "
"894"," "
"895","1"
"896","1"
"897"," "
"898","1"
"899","1"
"900"," "
"901"," "
"902"," "
"903"," "
"904","1"
"905","1"
"906"," "
"907"," "
"908"," "
"909"," "
"910","1"
"911"," "
"912"," "
"913"," "
"914"," "
"915","1"
"916","1"
"917","1"
"918","1"
"919"," "
"920"," "
"921"," "
"922","1"
"923"," "
"924","1"
"925"," "
"926"," "
"927","1"
"928","1"
"929","1"
"930","1"
"931","1"
"932"," "
"933","1"
"934"," "
"935"," "
"936"," "
"937"," "
"938","1"
"939"," "
"940"," "
"941"," "
"942","1"
"943"," "
"944","1"
"945"," "
"946","1"
"947","1"
"948"," "
"949"," "
"950","1"
"951","1"
"952"," "
"953","1"
"954","1"
"955","1"
"956","1"
"957"," "
"958"," "
"959","1"
"960","1"
"961","1"
"962"," "
"963"," "
"964","1"
"965","1"
"966"," "
"967"," "
"968"," "
"969"," "
"970"," "
"971","1"
"972","1"
"973","1"
"974"," "
"975","1"
"976","1"
"977","1"
"978"," "
"979"," "
"980","1"
"981"," "
"982","1"
"983","1"
"984"," "
"985"," "
"986"," "
"987"," "
"988","1"
"989","1"
"990"," "
"991","1"
"992","1"
"993"," "
"994"," "
"995"," "
"996"," "
"997","1"
"998","1"
"999","1"
"1000"," "
"1001","1"
"1002"," "
"1003","1"
"1004","1"
"1005"," "
"1006","1"
"1007","1"
"1008"," "
"1009"," "
"1010","1"
"1011","1"
"1012"," "
"1013","1"
"1014","1"
"1015","1"
"1016"," "
"1017","1"
"1018","1"
"1019","1"
"1020"," "
"1021"," "
"1022","1"
"1023","1"
"1024","1"
"1025","1"
"1026","1"
"1027"," "
"1028","1"
"1029","1"
"1030","1"
"1031"," "
"1032"," "
"1033","1"
"1034","1"
"1035"," "
"1036","1"
"1037","1"
"1038","1"
"1039"," "
"1040","1"
"1041"," "
"1042"," "
"1043","1"
"1044"," "
"1045","1"
"1046"," "
"1047","1"
"1048","1"
"1049"," "
"1050"," "
"1051"," "
"1052","1"
"1053","1"
"1054","1"
"1055"," "
"1056"," "
"1057","1"
"1058","1"
"1059","1"
"1060"," "
"1061"," "
"1062"," "
"1063","1"
"1064","1"
"1065","1"
"1066","1"
"1067","1"
"1068","1"
"1069","1"
"1070"," "
"1071","1"
"1072","1"
"1073","1"
"1074","1"
"1075"," "
"1076","1"
"1077"," "
"1078","1"
"1079"," "
"1080","1"
"1081"," "
"1082"," "
"1083","1"
"1084"," "
"1085","1"
"1086"," "
"1087"," "
"1088"," "
"1089"," "
"1090"," "
"1091","1"
"1092","1"
"1093"," "
"1094"," "
"1095","1"
"1096"," "
"1097"," "
"1098","1"
"1099","1"
"1100"," "
"1101","1"
"1102","1"
"1103","1"
"1104","1"
"1105"," "
"1106","1"
"1107","1"
"1108","1"
"1109"," "
"1110","1"
"1111","1"
"1112","1"
"1113","1"
"1114","1"
"1115"," "
"1116","1"
"1117","1"
"1118"," "
"1119","1"
"1120"," "
"1121"," "
"1122"," "
"1123"," "
"1124","1"
"1125"," "
"1126","1"
"1127","1"
"1128"," "
"1129","1"
"1130"," "
"1131","1"
"1132"," "
"1133","1"
"1134"," "
"1135","1"
"1136","1"
"1137"," "
"1138","1"
"1139"," "
"1140","1"
"1141"," "
"1142"," "
"1143"," "
"1144"," "
"1145","1"
"1146"," "
"1147","1"
"1148","1"
"1149"," "
"1150","1"
"1151","1"
"1152"," "
"1153"," "
"1154"," "
"1155"," "
"1156"," "
"1157","1"
"1158","1"
"1159"," "
"1160","1"
"1161","1"
"1162","1"
"1163"," "
"1164","1"
"1165"," "
"1166","1"
"1167"," "
"1168"," "
"1169","1"
"1170"," "
"1171"," "
"1172","1"
"1173","1"
"1174","1"
"1175","1"
"1176","1"
"1177","1"
"1178","1"
"1179"," "
"1180","1"
"1181"," "
"1182","1"
"1183"," "
"1184"," "
"1185"," "
"1186"," "
"1187"," "
"1188"," "
"1189","1"
"1190","1"
"1191","1"
"1192","1"
"1193"," "
"1194"," "
"1195"," "
"1196"," "
"1197"," "
"1198"," "
"1199","1"
"1200","1"
"1201","1"
"1202","1"
"1203","1"
"1204"," "
"1205","1"
"1206","1"
"1207","1"
"1208","1"
"1209","1"
"1210"," "
"1211"," "
"1212"," "
"1213","1"
"1214"," "
"1215","1"
"1216","1"
"1217","1"
"1218"," "
"1219"," "
"1220"," "
"1221","1"
"1222"," "
"1223","1"
"1224","1"
"1225","1"
"1226","1"
"1227"," "
"1228"," "
"1229"," "
"1230"," "
"1231"," "
"1232","1"
"1233"," "
"1234"," "
"1235","1"
"1236"," "
"1237"," "
"1238"," "
"1239"," "
"1240"," "
"1241","1"
"1242","1"
"1243"," "
"1244"," "
"1245"," "
"1246","1"
"1247"," "
"1248"," "
"1249","1"
"1250"," "
"1251"," "
"1252"," "
"1253"," "
"1254","1"
"1255","1"
"1256","1"
"1257","1"
"1258","1"
"1259","1"
"1260"," "
"1261"," "
"1262","1"
"1263"," "
"1264","1"
"1265"," "
"1266"," "
"1267"," "
"1268"," "
"1269","1"
"1270"," "
"1271","1"
"1272"," "
"1273"," "
"1274","1"
"1275"," "
"1276"," "
"1277"," "
"1278"," "
"1279"," "
"1280","1"
"1281","1"
"1282"," "
"1283"," "
"1284"," "
"1285"," "
"1286"," "
"1287"," "
"1288"," "
"1289"," "
"1290"," "
"1291"," "
"1292"," "
"1293"," "
"1294"," "
"1295"," "
"1296"," "
"1297"," "
"1298"," "
"1299","1"
"1300"," "
"1301"," "
"1302","1"
"1303","1"
"1304","1"
"1305","1"
"1306"," "
"1307","1"
"1308"," "
"1309"," "
"1310","1"
"1311"," "
"1312","1"
"1313"," "
"1314","1"
"1315"," "
"1316","1"
"1317"," "
"1318"," "
"1319"," "
"1320","1"
"1321","1"
"1322","1"
"1323"," "
"1324","1"
"1325","1"
"1326"," "
"1327"," "
"1328"," "
"1329","1"
"1330","1"
"1331","1"
"1332","1"
"1333"," "
"1334"," "
"1335","1"
"1336","1"
"1337","1"
"1338","1"
"1339"," "
"1340"," "
"1341","1"
"1342"," "
"1343"," "
"1344"," "
"1345"," "
"1346"," "
"1347","1"
"1348","1"
"1349","1"
"1350"," "
"1351","1"
"1352","1"
"1353"," "
"1354","1"
"1355","1"
"1356","1"
"1357","1"
"1358"," "
"1359","1"
"1360","1"
"1361","1"
"1362"," "
"1363"," "
"1364","1"
"1365"," "
"1366","1"
"1367","1"
"1368","1"
"1369"," "
"1370","1"
"1371"," "
"1372","1"
"1373","1"
"1374"," "
"1375"," "
"1376"," "
"1377","1"
"1378"," "
"1379"," "
"1380","1"
"1381","1"
"1382"," "
"1383"," "
"1384","1"
"1385","1"
"1386"," "
"1387","1"
"1388"," "
"1389"," "
"1390"," "
"1391"," "
"1392","1"
"1393","1"
"1394"," "
"1395"," "
"1396"," "
"1397"," "
"1398","1"
"1399"," "
"1400","1"
"1401"," "
"1402","1"
"1403","1"
"1404"," "
"1405","1"
"1406","1"
"1407","1"
"1408","1"
"1409","1"
"1410","1"
"1411"," "
"1412","1"
"1413"," "
"1414"," "
"1415","1"
"1416"," "
"1417"," "
"1418"," "
"1419"," "
"1420"," "
"1421"," "
"1422"," "
"1423","1"
"1424","1"
"1425","1"
"1426"," "
"1427","1"
"1428","1"
"1429","1"
"1430","1"
"1431"," "
"1432"," "
"1433"," "
"1434"," "
"1435"," "
"1436"," "
"1437","1"
"1438"," "
"1439","1"
"1440"," "
"1441","1"
"1442","1"
"1443","1"
"1444"," "
"1445","1"
"1446","1"
"1447"," "
"1448","1"
"1449","1"
"1450","1"
"1451"," "
"1452"," "
"1453"," "
"1454"," "
"1455","1"
"1456"," "
"1457"," "
"1458"," "
"1459"," "
"1460","1"
"1461"," "
"1462"," "
"1463"," "
"1464"," "
"1465"," "
"1466","1"
"1467"," "
"1468","1"
"1469","1"
"1470","1"
"1471","1"
"1472"," "
"1473","1"
"1474","1"
"1475","1"
"1476","1"
"1477","1"
"1478"," "
"1479"," "
"1480"," "
"1481"," "
"1482","1"
"1483","1"
"1484","1"
"1485"," "
"1486","1"
"1487","1"
"1488","1"
"1489","1"
"1490","1"
"1491","1"
"1492","1"
"1493","1"
"1494","1"
"1495"," "
"1496","1"
"1497"," "
"1498","1"
"1499"," "
"1500","1"
"1501","1"
"1502"," "
"1503","1"
"1504","1"
"1505"," "
"1506"," "
"1507"," "
"1508"," "
"1509","1"
"1510"," "
"1511","1"
"1512"," "
"1513","1"
"1514"," "
"1515"," "
"1516"," "
"1517"," "
"1518","1"
"1519"," "
"1520"," "
"1521","1"
"1522","1"
"1523"," "
"1524","1"
"1525","1"
"1526","1"
"1527"," "
"1528"," "
"1529","1"
"1530","1"
"1531"," "
"1532"," "
"1533"," "
"1534"," "
"1535"," "
"1536","1"
"1537"," "
"1538"," "
"1539","1"
"1540","1"
"1541","1"
"1542","1"
"1543","1"
"1544","1"
"1545"," "
"1546"," "
"1547"," "
"1548","1"
"1549","1"
"1550"," "
"1551","1"
"1552"," "
"1553"," "
"1554","1"
"1555"," "
"1556","1"
"1557","1"
"1558","1"
"1559"," "
"1560","1"
"1561"," "
"1562"," "
"1563"," "
"1564","1"
"1565","1"
"1566"," "
"1567","1"
"1568"," "
"1569"," "
"1570"," "
"1571","1"
"1572"," "
"1573","1"
"1574","1"
"1575"," "
"1576"," "
"1577","1"
"1578","1"
"1579","1"
"1580","1"
"1581"," "
"1582","1"
"1583"," "
"1584"," "
"1585","1"
"1586","1"
"1587","1"
"1588","1"
"1589","1"
"1590","1"
"1591","1"
"1592","1"
"1593","1"
"1594","1"
"1595","1"
"1596"," "
"1597"," "
"1598","1"
"1599","1"
"1600"," "
"1601","1"
"1602","1"
"1603"," "
"1604"," "
"1605"," "
"1606"," "
"1607"," "
"1608"," "
"1609"," "
"1610"," "
"1611","1"
"1612"," "
"1613","1"
"1614","1"
"1615","1"
"1616"," "
"1617"," "
"1618"," "
"1619"," "
"1620"," "
"1621","1"
"1622","1"
"1623","1"
"1624","1"
"1625","1"
"1626","1"
"1627","1"
"1628"," "
"1629"," "
"1630","1"
"1631","1"
"1632"," "
"1633","1"
"1634"," "
"1635","1"
"1636"," "
"1637"," "
"1638"," "
"1639","1"
"1640"," "
"1641"," "
"1642"," "
"1643","1"
"1644"," "
"1645"," "
"1646"," "
"1647"," "
"1648"," "
"1649"," "
"1650","1"
"1651"," "
"1652","1"
"1653"," "
"1654"," "
"1655"," "
"1656"," "
"1657","1"
"1658"," "
"1659","1"
"1660","1"
"1661","1"
"1662"," "
"1663"," "
"1664"," "
"1665","1"
"1666","1"
"1667","1"
"1668","1"
"1669"," "
"1670"," "
"1671"," "
"1672"," "
"1673"," "
"1674"," "
"1675","1"
"1676"," "
"1677"," "
"1678","1"
"1679","1"
"1680"," "
"1681"," "
"1682"," "
"1683","1"
"1684","1"
"1685","1"
"1686","1"
"1687"," "
"1688","1"
"1689"," "
"1690","1"
"1691"," "
"1692","1"
"1693","1"
"1694"," "
"1695","1"
"1696"," "
"1697","1"
"1698"," "
"1699","1"
"1700","1"
"1701","1"
"1702"," "
"1703"," "
"1704"," "
"1705"," "
"1706","1"
"1707"," "
"1708"," "
"1709"," "
"1710","1"
"1711","1"
"1712"," "
"1713","1"
"1714","1"
"1715","1"
"1716"," "
"1717"," "
"1718"," "
"1719","1"
"1720","1"
"1721"," "
"1722"," "
"1723"," "
"1724"," "
"1725"," "
"1726","1"
"1727"," "
"1728","1"
"1729","1"
"1730","1"
"1731"," "
"1732","1"
"1733"," "
"1734"," "
"1735"," "
"1736","1"
"1737"," "
"1738"," "
"1739"," "
"1740"," "
"1741","1"
"1742"," "
"1743","1"
"1744","1"
"1745"," "
"1746","1"
"1747","1"
"1748","1"
"1749","1"
"1750"," "
"1751"," "
"1752","1"
"1753","1"
"1754"," "
"1755"," "
"1756","1"
"1757","1"
"1758","1"
"1759"," "
"1760","1"
"1761"," "
"1762"," "
"1763"," "
"1764"," "
"1765"," "
"1766"," "
"1767"," "
"1768","1"
"1769"," "
"1770","1"
"1771","1"
"1772","1"
"1773"," "
"1774"," "
"1775"," "
"1776"," "
"1777"," "
"1778","1"
"1779","1"
"1780"," "
"1781","1"
"1782","1"
"1783","1"
"1784"," "
"1785"," "
"1786"," "
"1787","1"
"1788","1"
"1789","1"
"1790"," "
"1791","1"
"1792","1"
"1793","1"
"1794"," "
"1795","1"
"1796"," "
"1797","1"
"1798","1"
"1799","1"
"1800","1"
"1801"," "
"1802"," "
"1803","1"
"1804","1"
"1805","1"
"1806"," "
"1807"," "
"1808"," "
"1809"," "
"1810","1"
"1811"," "
"1812","1"
"1813","1"
"1814","1"
"1815"," "
"1816"," "
"1817","1"
"1818","1"
"1819"," "
"1820","1"
"1821","1"
"1822","1"
"1823","1"
"1824"," "
"1825","1"
"1826","1"
"1827","1"
"1828","1"
"1829","1"
"1830","1"
"1831","1"
"1832","1"
"1833","1"
"1834"," "
"1835"," "
"1836","1"
"1837","1"
"1838","1"
"1839","1"
"1840","1"
"1841","1"
"1842"," "
"1843"," "
"1844"," "
"1845"," "
"1846"," "
"1847","1"
"1848","1"
"1849"," "
"1850","1"
"1851","1"
"1852"," "
"1853"," "
"1854"," "
"1855","1"
"1856"," "
"1857","1"
"1858","1"
"1859"," "
"1860","1"
"1861","1"
"1862"," "
"1863"," "
"1864","1"
"1865","1"
"1866","1"
"1867","1"
"1868"," "
"1869"," "
"1870"," "
"1871"," "
"1872","1"
"1873"," "
"1874","1"
"1875","1"
"1876"," "
"1877","1"
"1878","1"
"1879","1"
"1880","1"
"1881"," "
"1882","1"
"1883","1"
"1884","1"
"1885"," "
"1886","1"
"1887"," "
"1888"," "
"1889"," "
"1890"," "
"1891"," "
"1892"," "
"1893"," "
"1894"," "
"1895"," "
"1896","1"
"1897","1"
"1898","1"
"1899"," "
"1900"," "
"1901","1"
"1902"," "
"1903"," "
"1904"," "
"1905","1"
"1906"," "
"1907","1"
"1908"," "
"1909"," "
"1910","1"
"1911","1"
"1912"," "
"1913"," "
"1914"," "
"1915","1"
"1916"," "
"1917","1"
"1918","1"
"1919"," "
"1920","1"
"1921","1"
"1922"," "
"1923"," "
"1924","1"
"1925","1"
"1926"," "
"1927"," "
"1928","1"
"1929"," "
"1930","1"
"1931"," "
"1932"," "
"1933"," "
"1934"," "
"1935","1"
"1936"," "
"1937"," "
"1938"," "
"1939","1"
"1940","1"
"1941"," "
"1942","1"
"1943","1"
"1944","1"
"1945"," "
"1946","1"
"1947","1"
"1948","1"
"1949","1"
"1950","1"
"1951","1"
"1952"," "
"1953"," "
"1954"," "
"1955","1"
"1956"," "
"1957"," "
"1958"," "
"1959","1"
"1960"," "
"1961","1"
"1962"," "
"1963","1"
"1964","1"
"1965","1"
"1966","1"
"1967"," "
"1968","1"
"1969","1"
"1970"," "
"1971"," "
"1972"," "
"1973"," "
"1974"," "
"1975"," "
"1976"," "
"1977"," "
"1978"," "
"1979"," "
"1980","1"
"1981","1"
"1982"," "
"1983"," "
"1984","1"
"1985","1"
"1986"," "
"1987","1"
"1988","1"
"1989","1"
"1990","1"
"1991"," "
"1992"," "
"1993"," "
"1994"," "
"1995"," "
"1996","1"
"1997"," "
"1998","1"
"1999","1"
"2000","1"
"2001"," "
"2002","1"
"2003"," "
"2004"," "
"2005"," "
"2006","1"
"2007"," "
"2008"," "
"2009","1"
"2010"," "
"2011","1"
"2012","1"
"2013","1"
"2014"," "
"2015"," "
"2016"," "
"2017"," "
"2018"," "
"2019"," "
"2020"," "
"2021","1"
"2022","1"
"2023","1"
"2024","1"
"2025","1"
"2026","1"
"2027"," "
"2028","1"
"2029","1"
"2030","1"
"2031","1"
"2032","1"
"2033"," "
"2034"," "
"2035"," "
"2036"," "
"2037"," "
"2038","1"
"2039","1"
"2040","1"
"2041","1"
"2042","1"
"2043","1"
"2044","1"
"2045","1"
"2046","1"
"2047"," "
"2048","1"
"2049","1"
"2050"," "
"2051"," "
"2052","1"
"2053","1"
"2054","1"
"2055","1"
"2056","1"
"2057"," "
"2058"," "
"2059"," "
"2060"," "
"2061"," "
"2062","1"
"2063","1"
"2064"," "
"2065"," "
"2066"," "
"2067"," "
"2068"," "
"2069"," "
"2070"," "
"2071"," "
"2072"," "
"2073"," "
"2074"," "
"2075","1"
"2076","1"
"2077","1"
"2078","1"
"2079"," "
"2080"," "
"2081","1"
"2082","1"
"2083","1"
"2084","1"
"2085"," "
"2086","1"
"2087"," "
"2088"," "
"2089","1"
"2090","1"
"2091","1"
"2092"," "
"2093","1"
"2094","1"
"2095","1"
"2096","1"
"2097","1"
"2098","1"
"2099","1"
"2100","1"
"2101","1"
"2102"," "
"2103"," "
"2104","1"
"2105"," "
"2106"," "
"2107","1"
"2108"," "
"2109","1"
"2110"," "
"2111"," "
"2112"," "
"2113","1"
"2114","1"
"2115","1"
"2116","1"
"2117","1"
"2118","1"
"2119"," "
"2120"," "
"2121","1"
"2122"," "
"2123","1"
"2124"," "
"2125","1"
"2126"," "
"2127","1"
"2128"," "
"2129"," "
"2130","1"
"2131","1"
"2132"," "
"2133"," "
"2134"," "
"2135","1"
"2136","1"
"2137"," "
"2138","1"
"2139"," "
"2140"," "
"2141","1"
