"","x"
"301"," "
"302"," "
"303"," "
"304"," "
"305"," "
"306"," "
"307"," "
"308"," "
"309"," "
"310"," "
"311"," "
"312"," "
"313"," "
"314"," "
"315"," "
"316"," "
"317"," "
"318","1"
"319","1"
"320"," "
"321","1"
"322","1"
"323","1"
"324"," "
"325","1"
"326"," "
"327"," "
"328","1"
"329"," "
"330","1"
"331"," "
"332"," "
"333","1"
"334","1"
"335","1"
"336","1"
"337"," "
"338"," "
"339"," "
"340"," "
"341","1"
"342","1"
"343","1"
"344","1"
"345","1"
"346","1"
"347","1"
"348","1"
"349","1"
"350"," "
"351"," "
"352"," "
"353"," "
"354"," "
"355"," "
"356"," "
"357"," "
"358"," "
"359"," "
"360"," "
"361"," "
"362"," "
"363"," "
"364"," "
"365"," "
"366"," "
"367","1"
"368"," "
"369"," "
"370"," "
"371"," "
"372"," "
"373"," "
"374"," "
"375"," "
"376"," "
"377"," "
"378"," "
"379"," "
"380","1"
"381","1"
"382","1"
"383"," "
"384"," "
"385"," "
"386","1"
"387"," "
"388"," "
"389"," "
"390"," "
"391","1"
"392","1"
"393","1"
"394","1"
"395","1"
"396","1"
"397","1"
"398","1"
"399","1"
"400","1"
"401","1"
"402","1"
"403"," "
"404","1"
"405","1"
"406","1"
"407","1"
"408","1"
"409","1"
"410","1"
"411","1"
"412","1"
"413","1"
"414","1"
"415","1"
"416"," "
"417"," "
"418"," "
"419"," "
"420"," "
"421"," "
"422"," "
"423"," "
"424"," "
"425"," "
"426"," "
"427"," "
"428","1"
"429"," "
"430"," "
"431"," "
"432"," "
"433"," "
"434"," "
"435"," "
"436"," "
"437"," "
"438"," "
"439"," "
"440"," "
"441"," "
"442"," "
"443"," "
"444"," "
"445"," "
"446"," "
"447"," "
"448"," "
"449"," "
"450"," "
"451"," "
"452"," "
"453"," "
"454"," "
"455"," "
"456"," "
"457"," "
"458"," "
"459"," "
"460"," "
"461","1"
"462","1"
"463","1"
"464","1"
"465","1"
"466","1"
"467","1"
"468","1"
"469","1"
"470","1"
"471","1"
"472","1"
"473","1"
"474","1"
"475","1"
"476","1"
"477","1"
"478","1"
"479","1"
"480","1"
"481","1"
"482","1"
"483","1"
"484","1"
"485","1"
"486","1"
"487","1"
"488","1"
"489","1"
"490","1"
"491","1"
"492","1"
"493","1"
"494","1"
"495","1"
"496","1"
"497","1"
"498","1"
"499","1"
"500","1"
"501"," "
"502"," "
"503"," "
"504"," "
"505"," "
"506"," "
"507"," "
"508"," "
"509"," "
"510"," "
"511"," "
"512","1"
"513","1"
"514","1"
"515","1"
"516","1"
"517","1"
"518","1"
"519","1"
"520","1"
"521","1"
"522","1"
"523","1"
"524","1"
"525","1"
"526","1"
"527","1"
"528","1"
"529","1"
"530","1"
"531","1"
"532","1"
"533","1"
"534","1"
"535","1"
"536","1"
"537","1"
"538","1"
"539","1"
"540","1"
"541","1"
"542","1"
"543","1"
"544","1"
"545","1"
"546","1"
"547","1"
"548","1"
"549","1"
"550","1"
"551","1"
"552","1"
"553","1"
"554","1"
"555","1"
"556","1"
"557","1"
"558","1"
"559","1"
"560","1"
"561","1"
"562","1"
"563","1"
"564","1"
"565","1"
"566","1"
"567","1"
"568","1"
"569","1"
"570"," "
"571"," "
"572"," "
"573"," "
"574"," "
"575"," "
"576"," "
"577"," "
"578"," "
"579"," "
"580"," "
"581"," "
"582"," "
"583"," "
"584"," "
"585"," "
"586"," "
"587"," "
"588"," "
"589"," "
"590"," "
"591"," "
"592"," "
"593","1"
"594","1"
"595","1"
"596","1"
"597","1"
"598","1"
"599","1"
"600"," "
"601"," "
"602"," "
"603","1"
"604","1"
"605","1"
"606","1"
"607","1"
"608","1"
"609","1"
"610","1"
"611","1"
"612","1"
"613","1"
"614","1"
"615","1"
"616","1"
"617","1"
"618","1"
"619","1"
"620","1"
"621","1"
"622","1"
"623","1"
"624","1"
"625","1"
"626"," "
"627"," "
"628"," "
"629"," "
"630"," "
"631"," "
"632"," "
"633"," "
"634"," "
"635"," "
"636"," "
"637"," "
"638","1"
"639"," "
"640"," "
"641"," "
"642"," "
"643"," "
"644"," "
"645"," "
"646"," "
"647"," "
"648"," "
"649"," "
"650","1"
"651","1"
"652","1"
"653","1"
"654","1"
"655","1"
"656"," "
"657"," "
"658"," "
"659"," "
"660"," "
"661"," "
"662"," "
"663"," "
"664"," "
"665"," "
"666"," "
"667"," "
"668"," "
"669"," "
"670","1"
"671","1"
"672","1"
"673","1"
"674","1"
"675","1"
"676"," "
"677"," "
"678"," "
"679"," "
"680"," "
"681"," "
"682"," "
"683"," "
"684"," "
"685"," "
"686"," "
"687"," "
"688"," "
"689"," "
"690"," "
"691"," "
"692"," "
"693"," "
"694"," "
"695","1"
"696","1"
"697","1"
"698","1"
"699","1"
"700","1"
"701","1"
"702","1"
"703","1"
"704","1"
"705","1"
"706","1"
"707","1"
"708","1"
"709","1"
"710","1"
"711","1"
"712","1"
"713","1"
"714","1"
"715","1"
"716","1"
"717","1"
"718","1"
"719","1"
"720","1"
"721","1"
"722","1"
"723","1"
"724","1"
"725","1"
"726","1"
"727","1"
"728","1"
"729","1"
"730","1"
"731","1"
"732","1"
"733","1"
"734","1"
"735","1"
"736","1"
"737","1"
"738","1"
"739","1"
"740","1"
"741","1"
"742","1"
"743","1"
"744","1"
"745","1"
"746","1"
"747","1"
"748","1"
"749","1"
"750","1"
"751","1"
"752","1"
"753","1"
"754","1"
"755","1"
"756","1"
"757","1"
"758","1"
"759","1"
"760","1"
"761","1"
"762","1"
"763","1"
"764","1"
"765","1"
"766","1"
"767","1"
"768","1"
"769","1"
"770","1"
"771","1"
"772","1"
"773","1"
"774","1"
"775","1"
"776","1"
"777","1"
"778","1"
"779","1"
"780","1"
"781","1"
"782","1"
"783","1"
"784"," "
"785"," "
"786"," "
"787","1"
"788","1"
"789"," "
"790","1"
"791","1"
"792","1"
"793","1"
"794","1"
"795","1"
"796","1"
"797","1"
"798","1"
"799","1"
"800","1"
"801","1"
"802","1"
"803"," "
"804"," "
"805","1"
"806","1"
"807","1"
"808","1"
"809","1"
"810"," "
"811"," "
"812"," "
"813"," "
"814"," "
"815"," "
"816"," "
"817"," "
"818"," "
"819"," "
"820"," "
"821"," "
"822"," "
"823"," "
"824"," "
"825"," "
"826"," "
"827"," "
"828"," "
"829"," "
"830"," "
"831"," "
"832"," "
"833"," "
"834"," "
"835"," "
"836"," "
"837"," "
"838"," "
"839"," "
"840"," "
"841"," "
"842","1"
"843","1"
"844"," "
"845"," "
"846","1"
"847","1"
"848"," "
"849","1"
"850"," "
"851"," "
"852"," "
"853","1"
"854","1"
"855","1"
"856","1"
"857","1"
"858","1"
"859","1"
"860","1"
"861","1"
"862","1"
"863","1"
"864"," "
"865"," "
"866"," "
"867"," "
"868"," "
"869"," "
"870"," "
"871"," "
"872"," "
"873"," "
"874"," "
"875"," "
"876"," "
"877"," "
"878"," "
"879"," "
"880"," "
"881"," "
"882"," "
"883"," "
"884"," "
"885"," "
"886"," "
"887","1"
"888","1"
"889"," "
"890","1"
"891","1"
"892","1"
"893","1"
"894","1"
"895","1"
"896"," "
"897","1"
"898","1"
"899","1"
"900","1"
"901","1"
"902","1"
"903","1"
"904","1"
"905","1"
"906","1"
"907","1"
"908","1"
"909","1"
"910","1"
"911","1"
"912"," "
"913","1"
"914"," "
"915"," "
"916","1"
"917","1"
"918","1"
"919","1"
"920","1"
"921","1"
"922","1"
"923","1"
"924","1"
"925","1"
"926"," "
"927"," "
"928"," "
"929"," "
"930"," "
"931"," "
"932"," "
"933"," "
"934"," "
"935"," "
"936"," "
"937"," "
"938"," "
"939"," "
"940"," "
"941"," "
"942"," "
"943"," "
"944"," "
"945"," "
"946"," "
"947"," "
"948"," "
"949"," "
"950"," "
"951"," "
"952"," "
"953"," "
"954"," "
"955"," "
"956"," "
"957"," "
"958"," "
"959"," "
"960"," "
"961"," "
"962"," "
"963"," "
"964"," "
"965"," "
"966"," "
"967"," "
"968"," "
"969"," "
"970"," "
"971"," "
"972"," "
"973","1"
"974"," "
"975"," "
"976","1"
"977"," "
"978","1"
"979","1"
"980"," "
"981"," "
"982"," "
"983"," "
"984"," "
"985"," "
"986"," "
"987"," "
"988"," "
"989"," "
"990"," "
"991"," "
"992"," "
"993"," "
"994"," "
"995"," "
"996"," "
"997"," "
"998"," "
"999"," "
"1000"," "
"1001"," "
"1002"," "
"1003"," "
"1004"," "
"1005"," "
"1006"," "
"1007"," "
"1008"," "
"1009"," "
"1010"," "
"1011"," "
"1012"," "
"1013"," "
"1014"," "
"1015"," "
"1016"," "
"1017"," "
"1018"," "
"1019"," "
"1020"," "
"1021"," "
"1022"," "
"1023"," "
"1024"," "
"1025"," "
"1026"," "
"1027"," "
"1028"," "
"1029"," "
"1030"," "
"1031"," "
"1032"," "
"1033"," "
"1034"," "
"1035"," "
"1036"," "
"1037"," "
"1038"," "
"1039"," "
"1040"," "
"1041"," "
"1042","1"
"1043"," "
"1044"," "
"1045"," "
"1046"," "
"1047"," "
"1048"," "
"1049"," "
"1050"," "
"1051"," "
"1052"," "
"1053"," "
"1054"," "
"1055"," "
"1056"," "
"1057"," "
"1058"," "
"1059"," "
"1060"," "
"1061"," "
"1062"," "
"1063"," "
"1064"," "
"1065"," "
"1066"," "
"1067"," "
"1068"," "
"1069"," "
"1070"," "
"1071"," "
"1072"," "
"1073","1"
"1074"," "
"1075"," "
"1076"," "
"1077"," "
"1078"," "
"1079"," "
"1080"," "
"1081"," "
"1082"," "
"1083"," "
"1084"," "
"1085"," "
"1086"," "
"1087"," "
"1088"," "
"1089","1"
"1090"," "
"1091"," "
"1092"," "
"1093"," "
"1094"," "
"1095"," "
"1096"," "
"1097"," "
"1098"," "
"1099"," "
"1100"," "
"1101"," "
"1102"," "
"1103"," "
"1104"," "
"1105"," "
"1106"," "
"1107"," "
"1108"," "
"1109"," "
"1110"," "
"1111"," "
"1112"," "
"1113"," "
"1114"," "
"1115"," "
"1116"," "
"1117"," "
"1118"," "
"1119"," "
"1120"," "
"1121","1"
"1122"," "
"1123","1"
"1124","1"
"1125","1"
"1126"," "
"1127","1"
"1128","1"
"1129","1"
"1130","1"
"1131","1"
"1132","1"
"1133"," "
"1134"," "
"1135"," "
"1136"," "
"1137"," "
"1138"," "
"1139","1"
"1140","1"
"1141"," "
"1142"," "
"1143"," "
"1144"," "
"1145"," "
"1146"," "
"1147"," "
"1148"," "
"1149"," "
"1150"," "
"1151"," "
"1152"," "
"1153"," "
"1154"," "
"1155"," "
"1156"," "
"1157"," "
"1158"," "
"1159"," "
"1160"," "
"1161"," "
"1162"," "
"1163"," "
"1164"," "
"1165"," "
"1166"," "
"1167"," "
"1168"," "
"1169"," "
"1170"," "
"1171"," "
"1172"," "
"1173"," "
"1174"," "
"1175"," "
"1176"," "
"1177","1"
"1178","1"
"1179","1"
"1180","1"
"1181","1"
"1182","1"
"1183","1"
"1184","1"
"1185"," "
"1186","1"
"1187","1"
"1188","1"
"1189"," "
"1190"," "
"1191"," "
"1192"," "
"1193"," "
"1194"," "
"1195"," "
"1196"," "
"1197"," "
"1198"," "
"1199"," "
"1200"," "
"1201","1"
"1202"," "
"1203"," "
"1204"," "
"1205"," "
"1206"," "
"1207"," "
"1208"," "
"1209"," "
"1210"," "
"1211"," "
"1212"," "
"1213"," "
"1214"," "
"1215"," "
"1216"," "
"1217"," "
"1218"," "
"1219","1"
"1220"," "
"1221"," "
"1222"," "
"1223","1"
"1224","1"
"1225","1"
"1226"," "
"1227"," "
"1228"," "
"1229"," "
"1230"," "
"1231"," "
"1232"," "
"1233"," "
"1234"," "
"1235"," "
"1236"," "
"1237"," "
"1238"," "
"1239"," "
"1240"," "
"1241"," "
"1242"," "
"1243"," "
"1244"," "
"1245"," "
"1246"," "
"1247"," "
"1248"," "
"1249"," "
"1250"," "
"1251"," "
"1252","1"
"1253"," "
"1254","1"
"1255"," "
"1256"," "
"1257"," "
"1258"," "
"1259"," "
"1260"," "
"1261"," "
"1262"," "
"1263"," "
"1264"," "
"1265"," "
"1266"," "
"1267"," "
"1268"," "
"1269"," "
"1270"," "
"1271"," "
"1272"," "
"1273"," "
"1274"," "
"1275"," "
"1276"," "
"1277"," "
"1278"," "
"1279"," "
"1280"," "
"1281"," "
"1282"," "
"1283"," "
"1284"," "
"1285"," "
"1286"," "
"1287"," "
"1288"," "
"1289"," "
"1290"," "
"1291"," "
"1292","1"
"1293"," "
"1294"," "
"1295"," "
"1296"," "
"1297"," "
"1298"," "
"1299","1"
"1300"," "
"1301"," "
"1302"," "
"1303"," "
"1304"," "
"1305"," "
"1306"," "
"1307"," "
"1308"," "
"1309"," "
"1310"," "
"1311"," "
"1312"," "
"1313"," "
"1314"," "
"1315"," "
"1316"," "
"1317"," "
"1318"," "
"1319"," "
"1320"," "
"1321"," "
"1322"," "
"1323"," "
"1324"," "
"1325"," "
"1326"," "
"1327"," "
"1328"," "
"1329"," "
"1330"," "
"1331"," "
"1332"," "
"1333"," "
"1334"," "
"1335"," "
"1336"," "
"1337"," "
"1338"," "
"1339"," "
"1340"," "
"1341"," "
"1342"," "
"1343"," "
"1344","1"
"1345","1"
"1346"," "
"1347"," "
"1348"," "
"1349"," "
"1350"," "
"1351"," "
"1352"," "
"1353"," "
"1354"," "
"1355"," "
"1356"," "
"1357"," "
"1358","1"
"1359","1"
"1360","1"
"1361","1"
"1362","1"
"1363","1"
"1364","1"
"1365","1"
"1366","1"
"1367","1"
"1368","1"
"1369","1"
"1370","1"
"1371","1"
"1372","1"
"1373","1"
"1374","1"
"1375","1"
"1376","1"
"1377","1"
"1378","1"
"1379","1"
"1380","1"
"1381","1"
"1382","1"
"1383","1"
"1384","1"
"1385","1"
"1386","1"
"1387","1"
"1388","1"
"1389","1"
"1390","1"
"1391","1"
"1392","1"
"1393","1"
"1394","1"
"1395","1"
"1396","1"
"1397","1"
"1398","1"
"1399","1"
"1400","1"
"1401","1"
"1402","1"
"1403","1"
"1404","1"
"1405","1"
"1406","1"
"1407"," "
"1408"," "
"1409"," "
"1410","1"
"1411"," "
"1412"," "
"1413","1"
"1414","1"
"1415"," "
"1416"," "
"1417"," "
"1418"," "
"1419"," "
"1420"," "
"1421"," "
"1422"," "
"1423"," "
"1424"," "
"1425"," "
"1426"," "
"1427"," "
"1428"," "
"1429"," "
"1430"," "
"1431"," "
"1432"," "
"1433"," "
"1434"," "
"1435"," "
"1436"," "
"1437"," "
"1438"," "
"1439"," "
"1440"," "
"1441"," "
"1442"," "
"1443"," "
"1444"," "
"1445"," "
"1446"," "
"1447"," "
"1448"," "
"1449"," "
"1450"," "
"1451"," "
"1452"," "
"1453"," "
"1454"," "
"1455"," "
"1456"," "
"1457"," "
"1458"," "
"1459"," "
"1460"," "
"1461"," "
"1462"," "
"1463"," "
"1464"," "
"1465"," "
"1466"," "
"1467"," "
"1468"," "
"1469"," "
"1470"," "
"1471"," "
"1472"," "
"1473"," "
"1474"," "
"1475"," "
"1476"," "
"1477"," "
"1478"," "
"1479"," "
"1480"," "
"1481"," "
"1482"," "
"1483"," "
"1484"," "
"1485"," "
"1486"," "
"1487"," "
"1488"," "
"1489"," "
"1490"," "
"1491"," "
"1492"," "
"1493"," "
"1494","1"
"1495"," "
"1496"," "
"1497"," "
"1498"," "
"1499"," "
"1500"," "
"1501"," "
"1502"," "
"1503"," "
"1504"," "
"1505"," "
"1506"," "
"1507"," "
"1508"," "
"1509"," "
"1510"," "
"1511"," "
"1512"," "
"1513"," "
"1514"," "
"1515"," "
"1516"," "
"1517"," "
"1518"," "
"1519"," "
"1520"," "
"1521"," "
"1522"," "
"1523"," "
"1524"," "
"1525"," "
"1526"," "
"1527"," "
"1528"," "
"1529"," "
"1530"," "
"1531","1"
"1532","1"
"1533","1"
"1534","1"
"1535","1"
"1536","1"
"1537","1"
"1538","1"
"1539","1"
"1540","1"
"1541","1"
"1542","1"
"1543","1"
"1544","1"
"1545","1"
"1546","1"
"1547","1"
"1548","1"
"1549","1"
"1550"," "
"1551","1"
"1552","1"
"1553","1"
"1554","1"
"1555"," "
"1556","1"
"1557"," "
"1558"," "
"1559"," "
"1560"," "
"1561","1"
"1562","1"
"1563","1"
"1564","1"
"1565","1"
"1566","1"
"1567","1"
"1568","1"
"1569","1"
"1570","1"
"1571"," "
"1572"," "
"1573"," "
"1574"," "
"1575"," "
"1576"," "
"1577"," "
"1578"," "
"1579"," "
"1580"," "
"1581"," "
"1582"," "
"1583"," "
"1584"," "
"1585"," "
"1586"," "
"1587"," "
"1588"," "
"1589","1"
"1590","1"
"1591"," "
"1592","1"
"1593"," "
"1594"," "
"1595"," "
"1596"," "
"1597"," "
"1598"," "
"1599"," "
"1600"," "
"1601"," "
"1602"," "
"1603"," "
"1604"," "
"1605"," "
"1606"," "
"1607"," "
"1608"," "
"1609"," "
"1610"," "
"1611"," "
"1612"," "
"1613","1"
"1614"," "
"1615"," "
"1616"," "
"1617"," "
"1618"," "
"1619"," "
"1620"," "
"1621"," "
"1622"," "
"1623"," "
"1624"," "
"1625"," "
"1626"," "
"1627"," "
"1628"," "
"1629"," "
"1630"," "
"1631"," "
"1632"," "
"1633"," "
"1634"," "
"1635"," "
"1636"," "
"1637"," "
"1638"," "
"1639"," "
"1640","1"
"1641","1"
"1642","1"
"1643","1"
"1644","1"
"1645","1"
"1646"," "
"1647"," "
"1648"," "
"1649"," "
"1650"," "
"1651"," "
"1652"," "
"1653"," "
"1654"," "
"1655"," "
"1656"," "
"1657"," "
"1658"," "
"1659"," "
"1660"," "
"1661"," "
"1662"," "
"1663"," "
"1664"," "
"1665","1"
"1666"," "
"1667"," "
"1668"," "
"1669"," "
"1670","1"
"1671","1"
"1672","1"
"1673","1"
"1674","1"
"1675","1"
"1676","1"
"1677","1"
"1678","1"
"1679","1"
"1680","1"
"1681","1"
"1682"," "
"1683","1"
"1684","1"
"1685"," "
"1686"," "
"1687"," "
"1688"," "
"1689"," "
"1690"," "
"1691"," "
"1692"," "
"1693"," "
"1694"," "
"1695"," "
"1696"," "
"1697"," "
"1698"," "
"1699"," "
"1700"," "
"1701"," "
"1702"," "
"1703"," "
"1704"," "
"1705"," "
"1706"," "
"1707"," "
"1708"," "
"1709","1"
"1710","1"
"1711","1"
"1712","1"
"1713","1"
"1714","1"
"1715","1"
"1716","1"
"1717","1"
"1718","1"
"1719","1"
"1720","1"
"1721","1"
"1722","1"
"1723","1"
"1724","1"
"1725","1"
"1726","1"
"1727"," "
"1728","1"
"1729","1"
"1730"," "
"1731"," "
"1732"," "
"1733"," "
"1734"," "
"1735"," "
"1736"," "
"1737"," "
"1738"," "
"1739"," "
"1740"," "
"1741"," "
"1742"," "
"1743"," "
"1744"," "
"1745"," "
"1746"," "
"1747"," "
"1748"," "
"1749"," "
"1750"," "
"1751"," "
"1752"," "
"1753"," "
"1754"," "
"1755"," "
"1756"," "
"1757"," "
"1758"," "
"1759"," "
"1760"," "
"1761"," "
"1762"," "
"1763"," "
"1764"," "
"1765"," "
"1766"," "
"1767"," "
"1768"," "
"1769"," "
"1770"," "
"1771"," "
"1772"," "
"1773"," "
"1774"," "
"1775"," "
"1776"," "
"1777"," "
"1778"," "
"1779"," "
"1780"," "
"1781"," "
"1782","1"
"1783","1"
"1784"," "
"1785"," "
"1786","1"
"1787","1"
"1788","1"
"1789","1"
"1790","1"
"1791","1"
"1792","1"
"1793","1"
"1794","1"
"1795","1"
"1796","1"
"1797","1"
"1798","1"
"1799","1"
"1800","1"
"1801","1"
"1802","1"
"1803","1"
"1804","1"
"1805","1"
"1806","1"
"1807","1"
"1808"," "
"1809"," "
"1810"," "
"1811"," "
"1812"," "
"1813"," "
"1814"," "
"1815"," "
"1816"," "
"1817"," "
"1818"," "
"1819"," "
"1820"," "
"1821"," "
"1822"," "
"1823"," "
"1824"," "
"1825"," "
"1826"," "
"1827"," "
"1828"," "
"1829"," "
"1830"," "
"1831"," "
"1832"," "
"1833"," "
"1834"," "
"1835"," "
"1836"," "
"1837"," "
"1838"," "
"1839"," "
"1840"," "
"1841"," "
"1842"," "
"1843"," "
"1844"," "
"1845"," "
"1846"," "
"1847"," "
"1848"," "
"1849"," "
"1850"," "
"1851"," "
"1852"," "
"1853"," "
"1854"," "
"1855"," "
"1856"," "
"1857"," "
"1858"," "
"1859"," "
"1860"," "
"1861"," "
"1862"," "
"1863"," "
"1864"," "
"1865"," "
"1866"," "
"1867"," "
"1868"," "
"1869"," "
"1870"," "
"1871"," "
"1872"," "
"1873"," "
"1874"," "
"1875"," "
"1876"," "
"1877"," "
"1878"," "
"1879"," "
"1880"," "
"1881"," "
"1882"," "
"1883"," "
"1884"," "
"1885"," "
"1886"," "
"1887"," "
"1888"," "
"1889"," "
"1890"," "
"1891"," "
"1892"," "
"1893"," "
"1894"," "
"1895"," "
"1896"," "
"1897"," "
"1898"," "
"1899"," "
"1900"," "
"1901"," "
"1902"," "
"1903"," "
"1904"," "
"1905"," "
"1906"," "
"1907"," "
"1908"," "
"1909"," "
"1910"," "
"1911"," "
"1912"," "
"1913"," "
"1914"," "
"1915"," "
"1916"," "
"1917"," "
"1918"," "
"1919"," "
"1920"," "
"1921"," "
"1922"," "
"1923"," "
"1924"," "
"1925"," "
"1926"," "
"1927"," "
"1928"," "
"1929"," "
"1930"," "
"1931"," "
"1932"," "
"1933"," "
"1934"," "
"1935","1"
"1936","1"
"1937","1"
"1938","1"
"1939","1"
"1940","1"
"1941","1"
"1942","1"
"1943","1"
"1944","1"
"1945","1"
"1946","1"
"1947","1"
"1948","1"
"1949","1"
"1950","1"
"1951","1"
"1952","1"
"1953","1"
"1954","1"
"1955","1"
"1956","1"
"1957","1"
"1958"," "
"1959"," "
"1960"," "
"1961"," "
"1962","1"
"1963","1"
"1964"," "
"1965"," "
"1966"," "
"1967"," "
"1968"," "
"1969"," "
"1970"," "
"1971"," "
"1972"," "
"1973"," "
"1974"," "
"1975"," "
"1976"," "
"1977"," "
"1978"," "
"1979"," "
"1980"," "
"1981"," "
"1982"," "
"1983"," "
"1984"," "
"1985"," "
"1986"," "
"1987"," "
"1988"," "
"1989"," "
"1990"," "
"1991"," "
"1992"," "
"1993"," "
"1994"," "
"1995"," "
"1996"," "
"1997"," "
"1998"," "
"1999"," "
"2000","1"
"2001"," "
"2002"," "
"2003"," "
"2004"," "
"2005"," "
"2006"," "
"2007"," "
"2008"," "
"2009"," "
"2010"," "
"2011"," "
"2012"," "
"2013"," "
"2014"," "
"2015"," "
"2016"," "
"2017","1"
"2018","1"
"2019","1"
"2020","1"
"2021","1"
"2022","1"
"2023","1"
"2024","1"
"2025","1"
"2026","1"
"2027","1"
"2028","1"
"2029","1"
"2030","1"
"2031"," "
"2032","1"
"2033","1"
"2034","1"
"2035","1"
"2036","1"
"2037","1"
"2038","1"
"2039","1"
"2040","1"
"2041","1"
"2042","1"
"2043","1"
"2044","1"
"2045","1"
"2046","1"
"2047","1"
"2048","1"
"2049","1"
"2050","1"
"2051","1"
"2052","1"
"2053","1"
"2054","1"
"2055","1"
"2056","1"
"2057","1"
"2058","1"
"2059","1"
"2060","1"
"2061","1"
"2062","1"
"2063","1"
"2064","1"
"2065","1"
"2066","1"
"2067","1"
"2068","1"
"2069","1"
"2070","1"
"2071"," "
"2072"," "
"2073"," "
"2074"," "
"2075"," "
"2076"," "
"2077"," "
"2078"," "
"2079"," "
"2080"," "
"2081"," "
"2082"," "
"2083"," "
"2084"," "
"2085","1"
"2086","1"
"2087","1"
"2088","1"
"2089","1"
"2090","1"
"2091","1"
"2092","1"
"2093","1"
"2094","1"
"2095","1"
"2096","1"
"2097"," "
"2098"," "
"2099"," "
"2100","1"
"2101"," "
"2102"," "
"2103"," "
"2104"," "
"2105"," "
"2106"," "
"2107"," "
"2108"," "
"2109"," "
"2110"," "
"2111"," "
"2112"," "
"2113"," "
"2114"," "
"2115"," "
"2116"," "
"2117"," "
"2118"," "
"2119"," "
"2120"," "
"2121"," "
"2122"," "
"2123","1"
"2124","1"
"2125","1"
"2126","1"
"2127"," "
"2128"," "
"2129"," "
"2130","1"
"2131","1"
"2132","1"
"2133","1"
"2134","1"
"2135","1"
"2136","1"
"2137"," "
"2138"," "
"2139"," "
"2140"," "
"2141"," "
